Sample Number,Variety,endo,Source notes,year,location,Extra Notes
14A0822,A648,su1,Found in Diversity Panel. No notes,2014,New York,
14A0824,Check4,su1,not found in compliation or diversity panel,2014,New York,
14A0825,M822,su1,Found in Diversity Panel. No notes,2014,New York,
14A0827,IL125b,su1,(Cuzco x yellow dent)x((11d x Louisiana Sweet Bantam2)xIL125a),2014,New York,
14A0828,T625,su1,Found in Diversity Panel. No notes,2014,New York,
14A0829,IL798c,su1,Found in Diversity Panel. No notes,2014,New York,
14A0830,V775,su1,Found in Diversity Panel. No notes,2014,New York,
14A0831,T62s,su1,Georgia Special,2014,New York,
14A0832,IL729a,su1,(IL14 x IL11) x Lehna soft flint,2014,New York,
14A0833,IL775a,su1,IL677a x B5421 (se?),2014,New York,
14A0834,IL86e,su1,Found in Diversity Panel. No notes,2014,New York,
14A0836,IL557a,su1,IL72a x Tapicorn2,2014,New York,
14A0838,IL354a,su1,Found in Diversity Panel. No notes,2014,New York,
14A0839,P39,su1,Purdue Bantam,2014,New York,
14A0840,MDM-16,su1,Found in Diversity Panel. No notes,2014,New York,
14A0841,ILB6011,su1,Found in Diversity Panel. No notes,2014,New York,
14A0842,675A,su1,Strain 675A-415-68(B) closest thing in diversity panel,2014,New York,
14A0843,IL103a,su1,White Country Gentleman x unkown,2014,New York,
14A0844,IL607a,su1,(IL103a x IL110z) x IL103a,2014,New York,
14A0845,MDM-15,su1,Found in Diversity Panel. No notes,2014,New York,
14A0846,IL14b,su1,Evergreen ?,2014,New York,
14A0847,IL802b,su1,IL802b Ht2,2014,New York,
14A0848,MDM-12,su1,Found in Diversity Panel. No notes,2014,New York,
14A0849,MDM-2,su1,Found in Diversity Panel. No notes,2014,New York,
14A0850,IL393a,su1,Found in Diversity Panel. No notes,2014,New York,
14A0851,Check3,su1,not found in compliation or diversity panel,2014,New York,
14A0852,T24,su1,Strain T24-395-68(B),2014,New York,
14A0853,IL765a,su1,(IL11a x (IL11dx IL677a)),2014,New York,
14A0854,Check4,su1,not found in compliation or diversity panel,2014,New York,
14A0855,MDM-5,su1,Found in Diversity Panel. No notes,2014,New York,
14A0856,IL764b,su1,((Hawaiian sugary x IL110g)x IL677a)x (t55 x IL677a),2014,New York,
14A0857,IL795a,su1,((hybrid-57962 x IL677a)x Gold Cup)x Pa405,2014,New York,
14A0858,IL366a,su1,Found in Diversity Panel. No notes,2014,New York,
14A0859,IL14H,su1,Evergreen ?,2014,New York,
14A0860,MDM-8,su1,Found in Diversity Panel. No notes,2014,New York,
14A0861,Check4,su1,not found in compliation or diversity panel,2014,New York,
14A0862,T33,su1,Strain T33-399-68(B),2014,New York,
14A0863,Check3,su1,not found in compliation or diversity panel,2014,New York,
14A0864,IL545,su1,((IL11d x P8)x IL11d)x IL112d,2014,New York,
14A0865,IL369b,su1,(IL44b x IL47a)x IL27a ?,2014,New York,
14A0866,IL794a,su1,(IL676a x IL677a) x (Pa405 x Gold Cup),2014,New York,
14A0867,IL793a,su1,Pa405 x 59170,2014,New York,
14A0869,T32,su1,Strain T33-399-68(B),2014,New York,
14A0870,83610b,su1,Found in Diversity Panel. No notes,2014,New York,
14A0872,SD789,su1,Experimental hybrid 7983,2014,New York,
14A0873,A7,su1,Found in Diversity Panel. No notes,2014,New York,
14A0875,IL778c,su1,IL557a x IL677a,2014,New York,
14A0876,T35,su1,Strain T35-388-68(A),2014,New York,
14A0877,T20,su1,Strain T20-2-68(B),2014,New York,
14A0879,IL91j,su1,Found in Diversity Panel. No notes,2014,New York,
14A0880,IL328a,su1,Found in Diversity Panel. No notes,2014,New York,
30517,M6411,aeduwx,F10(BC1F6M4206 XPurdue61?1?79?1)PA2462,2014,Wisconsin,
30527,M6415,aeduwx,F10(BC?1F6Ill.197a XPurdue61?1?79?1)PA2462,2014,Wisconsin,
30917,M6421,aeduwx,F9[ILL.B2064 X (BC4F3M97AC XPurdue61?1?79?1)]PA2462,2014,Wisconsin,
31726,M6415,aeduwx,F10(BC?1F6Ill.197a XPurdue61?1?79?1)PA2462,2014,Wisconsin,
31856,M6411,aeduwx,F10(BC1F6M4206 XPurdue61?1?79?1)PA2462,2014,Wisconsin,
32443,M6421,aeduwx,F9[ILL.B2064 X (BC4F3M97AC XPurdue61?1?79?1)]PA2462,2014,Wisconsin,
32451,M6388,aeduwx,F12(BC?3F3M97AC XPurdue61?1?79?1)PA2462,2014,Wisconsin,
30473,W85,field,"Ottawa Flint BB85 (Dept. Of Agric. Ottawa, Canada)",2014,Wisconsin,
30514,W64A,Field,Wf9 x C.I. 187-2,2014,Wisconsin,
31133,w85,field,"Ottawa Flint BB85 (Dept. Of Agric. Ottawa, Canada)",2014,Wisconsin,
31626,DF14,field,Oh43 synthetic (field in compilation file),2014,Wisconsin,
31648,W64a,field,Wf9 x C.I. 187-2,2014,Wisconsin,
32080,DF14,field,Oh43 synthetic (field in compilation file),2014,Wisconsin,
30301,IL747b,se,IL677a X Early Hi Quality Crookham (ND56.ABE),2014,Wisconsin,
30302,We09402,se,(Bojangles x Ambrosia)@,2014,Wisconsin,
30304,We08417a,se,(97813 x 97810)@@@ (Lanc.xCt1401),2014,Wisconsin,
30305,We09425,se,(GH2041 x Ambrosia)@,2014,Wisconsin,
30316,IL696a,se,American White Pearl x IL318a (marked as su1 on diversity pane but se on the name),2014,Wisconsin,
30472,We01407,se,not found in compliation or diversity panel,2014,Wisconsin,
30501,Check1,se,not found in compliation or diversity panel,2014,Wisconsin,
30502,We08414a,se,(98080x 98081)@@ (Dent x Wh9261),2014,Wisconsin,
30505,we05401,se,not found in compliation or diversity panel,2014,Wisconsin,
30510,We05410,se,98410b x Trinity,2014,Wisconsin,
30534,IL766a,se,677a (T35 X 677a),2014,Wisconsin,
30670,We02412,se,not found in compliation or diversity panel,2014,Wisconsin,
30725,We10401,se,(BS16 (S) C2 Syn 2 x Accord)@@,2014,Wisconsin,
30731,We06409b,se,not found in compliation or diversity panel,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
30732,IL747b,se,IL667a x Crookham (marked as su1 on diversity panel?),2014,Wisconsin,
30736,We05411,se,not found in compliation or diversity panel,2014,Wisconsin,
30742,We01407,se,not found in compliation or diversity panel,2014,Wisconsin,
30746,We09402,se,(Bojangles x Ambrosia)@,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
30836,Check1,se,not found in compliation or diversity panel,2014,Wisconsin,
30849,Check1,se,not found in compliation or diversity panel,2014,Wisconsin,
30854,We05410,se,98410b x Trinity,2014,Wisconsin,
30871,Check1,se,not found in compliation or diversity panel,2014,Wisconsin,
30876,We05411,se,not found in compliation or diversity panel,2014,Wisconsin,
30905,Check1,se,not found in compliation or diversity panel,2014,Wisconsin,
30919,IL44b,se,Country Gentleman,2014,Wisconsin,
30933,Check1,se,not found in compliation or diversity panel,2014,Wisconsin,
30935,We02404,se,not found in compliation or diversity panel,2014,Wisconsin,
31036,ILB5765,se,ILB5765 se,2014,Wisconsin,
31051,We09425,se,(GH2041 x Ambrosia)@,2014,Wisconsin,
31052,We03418a,se,Sugar Buns x BC2753,2014,Wisconsin,se/su
31054,We09413,se,(Bojangles x Brocade)@,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
31071,We09413,se,(Bojangles x Brocade)@,2014,Wisconsin,
31077,We06410,se,not found in compliation or diversity panel,2014,Wisconsin,
31126,We05408,se,not found in compliation or diversity panel,2014,Wisconsin,
31128,Check1,se,not found in compliation or diversity panel,2014,Wisconsin,
31131,We02412,se,not found in compliation or diversity panel,2014,Wisconsin,
31135,We02406,se,not found in compliation or diversity panel,2014,Wisconsin,
31243,IL731a,se,Golden Sensation X IL677a (marked as su1 on diversity panel),2014,Wisconsin,
31253,We05407,se,Trinity x 98401,2014,Wisconsin,
31280,Check1,se,not found in compliation or diversity panel,2014,Wisconsin,
31447,We05401,se,not found in compliation or diversity panel,2014,Wisconsin,
31453,Check1,se,not found in compliation or diversity panel,2014,Wisconsin,
31455,We08414a,se,(98080x 98081)@@ (Dent x Wh9261),2014,Wisconsin,
31524,IL766a,se,(T35x IL677a)x IL677a (marked as su in diversity panel),2014,Wisconsin,
31847,IL696a,se,American White Pearl x IL318a (marked as su1 on diversity panel),2014,Wisconsin,
32061,B5765,se,B5765 Se (maked as su1 in diversity panel),2014,Wisconsin,
32107,ILB5765,se,ILB5765 se (marked as su1 in diversity panel?),2014,Wisconsin,
32151,IL44b,se,Country Gentleman,2014,Wisconsin,
32264,IL731a,se,Golden Sensation X IL677a (marked as su1 on diversity panel),2014,Wisconsin,
30309,R853,sh2,Ia453 sh2,2014,Wisconsin,
30673,R851,sh2,P51 sh2,2014,Wisconsin,
30845,R851,sh2,P51 sh2,2014,Wisconsin,
30852,R825,sh2,"Ia5125 sh2. Looked at seed, confirmed",2014,Wisconsin,
30910,R825,sh2,"Ia5125 sh2. Looked at seed, confirmed",2014,Wisconsin,
30940,Wh10216V,sh2,"(04036,7V x Ct1001)@@@@@@",2014,Wisconsin,
30943,Wh07166R,sh2,PopBRpG+Rp1-J+Rp1Fx92054)@7 (Rust),2014,Wisconsin,
30945,Wh09068,sh2,(WSS 3681(CML**27 x WSS3681)@,2014,Wisconsin,
31038,EP85,sh2,Found in Diversity Panel. No notes,2014,Wisconsin,
31040,Wh04020a,sh2,Marvel x Contender,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
31067,EP85,sh2,Found in Diversity Panel. No notes,2014,Wisconsin,
31122,Wh95016a,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31127,R853,sh2,Ia453 sh2,2014,Wisconsin,
31140,Wh08115b,sh2,not found in compliation or diversity panel,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
31142,Wh96011,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31146,Wh92047,sh2,A632 x Wh3 (marked su1 on diversity panel),2014,Wisconsin,
31235,Wh92054,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31242,Wh09061,sh2,(SS Jubilee x Ambrosia)@,2014,Wisconsin,
31258,Wh01001,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31273,R839,sh2,P39 sh2,2014,Wisconsin,
31324,R839,sh2,P39 sh2,2014,Wisconsin,
31348,Wh10802R,sh2,Rp1GFJ  {@7},2014,Wisconsin,
31351,Wh05081a,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31354,Wh00051,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31356,Wh09126R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x SSJ) {@8},2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
31357,Wh05032a,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31424,If853,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31426,Wh09141R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x 92040) {@8},2014,Wisconsin,
31432,Wh10046R,sh2,Rp1G5 x 98032 {2},2014,Wisconsin,
31442,Wh96034,sh2,not found in compliation or diversity panel,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
31456,We08408,sh2,(97818 x 97803)@@@(Lanc.xCt1401)x(SSS Guelph),2014,Wisconsin,
31478,Wh07165R,sh2,Mexican Dent sh2 ####@8 (NCLB),2014,Wisconsin,
31502,Wh08115b,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31536,Wh10006R,sh2,Mexican Dent sh2 ####@5 rc @4 (Rust),2014,Wisconsin,
31538,EP84,sh2,Found in Diversity Panel. No notes,2014,Wisconsin,
31539,Wh07051,sh2,(Ct1001 x A632)@@@ {2},2014,Wisconsin,
31540,Wh94053,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31638,Wuh98032,sh2,HSII x Sugar Buns,2014,Wisconsin,
31641,Wh10034R,sh2,(99051xPopD Rp1-F+Rp1-J+Rp1C@@) {3},2014,Wisconsin,
31671,Wh10802R,sh2,Rp1GFJ  {@7},2014,Wisconsin,
31703,Wh9261,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31716,Wh93016,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31719,Wh05051,sh2,Ct1401 x HSII,2014,Wisconsin,
31739,Wh93017,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31740,Wh01001,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31745,Wh07165R,sh2,Mexican Dent sh2 ####@8 (NCLB),2014,Wisconsin,
31828,Wh05051,sh2,Ct1401 x HSII,2014,Wisconsin,
31833,Wh08022,sh2,(Sugar Buns x SSJ)@,2014,Wisconsin,
31842,Wh08042,sh2,(SS Jubilee(CML-246 x BSS5362)@,2014,Wisconsin,
31866,If853,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31876,Wh09061,sh2,(SS Jubilee x Ambrosia)@,2014,Wisconsin,
31877,Wh10080,sh2,(BS27 x K2-501)@@,2014,Wisconsin,
31906,Wh00051,sh2,not found in compliation or diversity panel,2014,Wisconsin,
31913,Wh09141R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x 92040) {@8},2014,Wisconsin,
31920,Wh03031,sh2,BSS1609 x GH1887,2014,Wisconsin,
31936,Wh08092,sh2,(Ambrosia(CML-356 x WSS3681)@,2014,Wisconsin,
31937,Wh10140R,sh2,(Wh93017xPopARp1-J+Rp1@@) {6},2014,Wisconsin,
31942,Wh10163,sh2,Caribbean sh2 @# {@6},2014,Wisconsin,
31947,Wh10080,sh2,(BS27 x K2-501)@@,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
31953,Wh10049R,sh2,98003 x Rp1GDJ {2},2014,Wisconsin,
31956,Wh09033,sh2,(Marvel x Ambrosia)@,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
32027,Wh09083,sh2,(WSS 3681 x Ambrosia)@,2014,Wisconsin,
32028,Wh04036V,sh2,Mexican Dent sh2  (MDMV),2014,Wisconsin,
32033,Wh95016a,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32036,Wh07020a,sh2,(HSII X Sugar Buns)@@,2014,Wisconsin,
32039,Wh10113R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Shaker) {@9},2014,Wisconsin,
32040,Wh98044,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32042,Wh96015,sh2,not found in compliation or diversity panel,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
32043,Wh09009,sh2,GSS 9299 x Ambrosia)@,2014,Wisconsin,
32059,Wh10163,sh2,Caribbean sh2 @# {@6},2014,Wisconsin,
32060,Wh10231V,sh2,((ExcellencyxHaw. SS)[S4]xCt1001)@@@@@@,2014,Wisconsin,
32073,Wh09126R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x SSJ) {@8},2014,Wisconsin,
32076,EP84,sh2,Found in Diversity Panel. No notes,2014,Wisconsin,
32079,Wh09033,sh2,(Marvel x Ambrosia)@,2014,Wisconsin,
32102,Wh1095407-2,sh2,PopBRpG+Rp1-J+Rp1Fx95407) {@8},2014,Wisconsin,
32116,Wh96015,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32122,Wh09075,sh2,SS Jubilee Plus x Ambrosia (sh2xse)@,2014,Wisconsin,
32137,Wh93016,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32141,Wh10804R,sh2,Red @6,2014,Wisconsin,
32144,Wh09117R,sh2,(CML-246 x Tahoe)(CML-246 x BSS5362)@5,2014,Wisconsin,
32145,Wh10173V,sh2,"(04032,3V x Ct1013)@@@@@@",2014,Wisconsin,
32226,Wh9261,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32228,Wh03031,sh2,BSS1609 x GH1887,2014,Wisconsin,
32229,Wh03031,sh2,BSS1609 x GH1887,2014,Wisconsin,
32238,If825,sh2,looked at seed. Definitely sh2,2014,Wisconsin,
32241,Wh1095407-2,sh2,PopBRpG+Rp1-J+Rp1Fx95407) {@8},2014,Wisconsin,
32242,Wh00065,sh2,not found in compliation or diversity panel,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
32244,Wh09087,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32265,Wh05032a,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32269,Wh10113R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Shaker) {@9},2014,Wisconsin,
32270,Wh94053,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32271,wh10046r,sh2,Rp1G5 x 98032 {2},2014,Wisconsin,
32272,Wh98063,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32277,Wh96034,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32279,Wh93006,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32280,If825,sh2,looked at seed. Definitely sh2,2014,Wisconsin,
32310,Wh08042,sh2,(SS Jubilee(CML-246 x BSS5362)@,2014,Wisconsin,
32311,wuh98032,sh2,HSII x Sugar Buns,2014,Wisconsin,su1/sh2
32312,Wh00033,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32320,Wh00065,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32322,Wh10034R,sh2,(99051xPopD Rp1-F+Rp1-J+Rp1C@@) {3},2014,Wisconsin,
32346,Wh10110R,sh2,"((Rp1e x HSII)SSJ#)(SSJ,Zen,HSII,GSS3710,CHAL)) {@12}",2014,Wisconsin,
32356,Wh00033,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32424,Wh08091,sh2,(GSS 9299(CML**64 x Shogun)@,2014,Wisconsin,
32442,Wh09137R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Wh9261) {@8},2014,Wisconsin,
32461,Wh93017,sh2,not found in compliation or diversity panel,2014,Wisconsin,
32463,wh08022,sh2,(Sugar Buns x SSJ)@,2014,Wisconsin,
32474,Wh10110R,sh2,"((Rp1e x HSII)SSJ#)(SSJ,Zen,HSII,GSS3710,CHAL)) {@12}",2014,Wisconsin,
32477,Wh00050,sh2,not found in compliation or diversity panel,2014,Wisconsin,
30311,ND1,su1,Falconer,2014,Wisconsin,
30324,OH43,field,W8 X Oh40B,2014,Wisconsin,
30652,Mo17,field,C.I. 187-2 x C103,2014,Wisconsin,
30680,MR10,sh2i,(Cristalino Norteno) S6,2014,Wisconsin,
30840,ND1,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30847,MR10,sh2i,MR10 (Cristalino Norteno) S6,2014,Wisconsin,
30862,OH7B,field,(Oh7 x 38-11) x Oh7,2014,Wisconsin,
30942,Fa32B,sh2i,sh2 x Ia2132. SH2i confirmed with seed,2014,Wisconsin,
30946,Wuh07183i,sh2i,not found in compliation or diversity panel,2014,Wisconsin,
31065,Wuh07413i,sh2i,Fa56A  sh2-i x Regal)@9 su/su i/i,2014,Wisconsin,
31068,Fa32B,sh2i,sh2 x Ia2132. SH2i confirmed with seed,2014,Wisconsin,
31121,Wuh07177i,sh2i,(Ct1001 x FaHT32B sh2-I)Ct1001 {3}@5 susu ii,2014,Wisconsin,
31139,Wuh09183i,sh2i,98136 x  (Fa56sh2ixCt1401)iisusu)  {@7},2014,Wisconsin,
31244,Wuh07466i,sh2i,Ct1403 x (Fa56sh2ixCt1402)iiSuSu)@5,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
31310,Fa56A,sh2i,sh2 x Ia2256,2014,Wisconsin,
31339,Wuh09191i,sh2i,((Fa56Ash2-i/+xCt1401)(@-5)i/isu/su?)x(?))@@@@,2014,Wisconsin,
31340,Wuh09098i,sh2i,(Fa56A-i xCt1401)6@ i/isu/su)x(Ct1411(Crh24/Fa56a-i)]@@Su/- ii))@@,2014,Wisconsin,
31342,Fa56A,sh2i,sh2 x Ia2256,2014,Wisconsin,
31349,Wuh09093i,sh2i,(Fa56A-i xCt1401)5@i/isu/su)x(Ct1403x(Fa56sh2ixCt1402)]@@Su/-ii)@,2014,Wisconsin,
31434,Wuh07469i,sh2i,Ct1411 x (Ct1012 x Fa56a)iiSuSu)@6,2014,Wisconsin,
31440,Wuh07186i,sh2i,98136 x  (Fa56sh2ixCt1401)iisusu) @6,2014,Wisconsin,
31444,Wuh09097i,sh2i,((Fa56A-i xCt1401)5@i/isu/su?)x(Ct1411x(Crh24xFa56ash2i)]@@Su/-ii))@@,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
31479,Wuh09188i,sh2i,Fa56A  sh2-i/+ x Ct1402)(@-10) sh2 i/i  su/su,2014,Wisconsin,
31541,Wuh09174i,sh2i,98136 x  (Fa56sh2ixCt1401)iisusu)  {@7},2014,Wisconsin,
31542,Wuh08127i,sh2i,(Ct1001 x FaHT32B sh2-I)Ct1001 {3}@4,2014,Wisconsin,
31543,Wuh09149i,sh2i,Fa56A  sh2-i/ + x Ct1401) {@10} i/i su/su,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
31546,Wuh09170i,sh2i,Ct1403 x (Fa56sh2ixCt1402)iisusu) {@6},2014,Wisconsin,
31632,Wuh07481i,sh2i,98419 x  (Fa56sh2ixCt1401)iisusu) @6,2014,Wisconsin,
31734,OH7B,field,(Oh7 x 38-11) x Oh7,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
31849,OH43,field,W8 x Oh40B,2014,Wisconsin,
31879,Wuh09183i,sh2i,98136 x  (Fa56sh2ixCt1401)iisusu)  {@7},2014,Wisconsin,
31907,Wuh07429i,sh2i,Jubilee x Fa56A sh2-i/+ x Ct1402)@@sh2 i/i su/su)@7,2014,Wisconsin,
31952,Wuh09164i,sh2i,Jubilee x Fa56A sh2-i/+ x Ct1402)@@sh2 i/i su/su) {@8},2014,Wisconsin,
32029,Wuh09150i,sh2i,(Ct1402 x FaHt32B sh2-i/ sh2-R) {@11} i/i su/su,2014,Wisconsin,
32038,Wuh09153i,sh2i,Fa56A  sh2-i x Regal) {@10} su/su i/i,2014,Wisconsin,
32063,Wuh07186i,sh2i,98136 x  (Fa56sh2ixCt1401)iisusu) @6,2014,Wisconsin,
32067,Wuh07466i,sh2i,Ct1403 x (Fa56sh2ixCt1402)iiSuSu)@5,2014,Wisconsin,
32075,Wuh09191i,sh2i,((Fa56Ash2-i/+xCt1401)(@-5)i/isu/su?)x(?))@@@@,2014,Wisconsin,
32077,Wuh07183i,sh2i,not found in compliation or diversity panel,2014,Wisconsin,
32115,Wuh09098i,sh2i,(Fa56A-i xCt1401)6@ i/isu/su)x(Ct1411(Crh24/Fa56a-i)]@@Su/- ii))@@,2014,Wisconsin,
32121,wuh07422i,sh2i,Fa56A  sh2-i x GH9073)@9 susu ii,2014,Wisconsin,
32131,Mo17,field,C.I. 187-2 x C103,2014,Wisconsin,
32240,wuh07422i,sh2i,Fa56A  sh2-i x GH9073)@9 susu ii,2014,Wisconsin,
32301,Wuh09144i,sh2i,Fa56A  sh2-i/+ x Ct1402) {@10} sh2 i/i  su/su,2014,Wisconsin,
32307,Wuh08127i,sh2i,(Ct1001 x FaHT32B sh2-I)Ct1001 {3}@4,2014,Wisconsin,
32314,Wuh09174i,sh2i,98136 x  (Fa56sh2ixCt1401)iisusu)  {@7},2014,Wisconsin,
32348,Wuh07413i,sh2i,Fa56A  sh2-i x Regal)@9 su/su i/i,2014,Wisconsin,
30303,C3,su1,spanish gold (13 on label),2014,Wisconsin,
30307,Me2rt,su1,Me2,2014,Wisconsin,
30308,C15,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30310,GMBAB,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30314,IL442a,su1,((CC5 x IL104q) x 104q) x IL104c,2014,Wisconsin,
30315,ILB6011,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30318,IL764b,su1,((Hawaiian sugary x IL110g)x IL677a)x (t55 x IL677a),2014,Wisconsin,
30319,MDM-18,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30320,83610b,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30322,IL303b,su1,(IL101t x A930) x 98b,2014,Wisconsin,
30325,IL393a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30327,IL607a,su1,(IL103a x IL110z) x IL103a,2014,Wisconsin,
30329,T625,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30330,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
30331,IL110k,su1,not found in compliation or diversity panel,2014,Wisconsin,
30332,Check4,su1,not found in compliation or diversity panel,2014,Wisconsin,
30333,IL729a,su1,(IL14 x IL11) x Lehna soft flint,2014,Wisconsin,
30447,MDM-12,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30449,M5,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30450,T62s,su1,Georgia Special,2014,Wisconsin,
30456,IL557a,su1,IL72a x Tapicorn2,2014,Wisconsin,
30457,IL794a,su1,(IL676a x IL677a) x (Pa405 x Gold Cup),2014,Wisconsin,
30459,MDM-16,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30460,MDM-5,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30461,IL368a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30463,IL454a,su1,(IL101t x IL92a) x IL98b,2014,Wisconsin,
30464,IL395a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30465,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
30467,T32,su1,Strain T33-399-68(B),2014,Wisconsin,
30468,A7,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30470,P39,su1,Purdue Bantam,2014,Wisconsin,
30471,Ia45-1,su1,not found in compliation or diversity panel,2014,Wisconsin,
30474,Me123,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30475,Ia45-3,su1,not found in compliation or diversity panel,2014,Wisconsin,
30476,W1736,su1,Tendermost,2014,Wisconsin,
30477,C6A,su1,Whipple Yellow ?,2014,Wisconsin,
30478,C18,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30479,Check2,su1,not found in compliation or diversity panel,2014,Wisconsin,
30480,Vineland576,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30503,VIA5492,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30506,Ia5220,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30508,C5,su1,Crosby,2014,Wisconsin,
30509,M23,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30511,C13,su1,Golden Early Market,2014,Wisconsin,
30513,SD789,su1,Experimental hybrid 7983,2014,Wisconsin,
30515,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
30516,IL86e,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30518,IL802b,su1,IL802b Ht2,2014,Wisconsin,
30519,IL91j,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30522,IL103a,su1,White Country Gentleman x unkown,2014,Wisconsin,
30524,T24,su1,Strain T24-395-68(B),2014,Wisconsin,
30526,M822,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30528,IL778c,su1,IL557a x IL677a,2014,Wisconsin,
30530,IL7,su1,(Wh93017xPopARp1-J+Rp1@@) {6},2014,Wisconsin,
30531,MDM-15,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30532,IL692c,su1,Yaxchilan x Northen Belle,2014,Wisconsin,
30533,IL793a,su1,Pa405 x 59170,2014,Wisconsin,
30649,IL775a,su1,IL677a x B5421 (se?),2014,Wisconsin,
30650,IL14b,su1,Evergreen ?,2014,Wisconsin,
30653,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
30655,IL14H,su1,Evergreen ?,2014,Wisconsin,
30663,257A9,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30667,MDM-8,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30668,T35,su1,Strain T35-388-68(A),2014,Wisconsin,
30671,W6714,su1,"Ia5002, W3742, N.K.11934",2014,Wisconsin,
30672,C7,su1,Whipple Yellow,2014,Wisconsin,
30676,Me121-wb,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
