Sample Number,Variety,endo,Source notes,year,location,Extra Notes
31902,Wu04819,su1,not found in compliation or diversity panel,2014,Wisconsin,
31903,Ma401,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31904,IL767b,su1,IL197a X IL677a,2014,Wisconsin,
31905,IL611a,su1,(IL101t x IL112f) x op,2014,Wisconsin,
31909,IL776a,su1,B5440 x IL677a,2014,Wisconsin,
31910,IL788a,su1,BES 1948 op,2014,Wisconsin,
31911,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
31912,Ia2003,su1,not found in compliation or diversity panel,2014,Wisconsin,
31914,SD226,su1,Golden Market,2014,Wisconsin,
31915,2,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31916,SD883,su1,P39 (81M),2014,Wisconsin,
31917,IL318a,su1,Cal.pkg.corp.hybird 219 x NS5(flour corn),2014,Wisconsin,
31919,IL648,su1,Iowa 6038 self?,2014,Wisconsin,
31921,Wu99811,su1,not found in compliation or diversity panel,2014,Wisconsin,
31922,IaCG4189,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31924,IL765a,su1,(IL11a x (IL11dx IL677a)),2014,Wisconsin,
31925,675A,su1,Strain 675A-415-68(B) closest thing in diversity panel,2014,Wisconsin,
31926,IL110K,su1,not found in compliation or diversity panel,2014,Wisconsin,
31928,IL395a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31930,T20,su1,Strain T20-2-68(B),2014,Wisconsin,
31931,IL91j,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31932,IL794a,su1,(IL676a x IL677a) x (Pa405 x Gold Cup),2014,Wisconsin,
31933,Check4,su1,not found in compliation or diversity panel,2014,Wisconsin,
31939,P39,su1,Purdue Bantam,2014,Wisconsin,
31940,IL27a,su1,Country Gentleman,2014,Wisconsin,
31941,IL430a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31944,Wuh09188i,su1,Fa56A  sh2-i/+ x Ct1402)(@-10) sh2 i/i  su/su,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
31948,IL615a,su1,Self from Calpack hybrid,2014,Wisconsin,
31949,A10579,su1,Ia453 X Ia5125,2014,Wisconsin,
31950,I817,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31951,IL797a,su1,B5707 x B6011,2014,Wisconsin,
31955,IL134,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31957,IL773a,su1,Ga-sT35 x IL442a,2014,Wisconsin,
32024,Wu04806,su1,not found in compliation or diversity panel,2014,Wisconsin,
32025,MDM-6,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32026,Ind. 5817,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32030,IL673a,su1,LTB?272,2014,Wisconsin,
32031,Check2,su1,not found in compliation or diversity panel,2014,Wisconsin,
32032,P39LE-261:61,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32034,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32035,p14,su1,Golden Rod,2014,Wisconsin,
32037,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32044,IL776a,su1,B5440 x IL677a,2014,Wisconsin,
32047,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32048,IL545,su1,((IL11d x P8)x IL11d)x IL112d,2014,Wisconsin,
32050,MDM-2,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32051,T625,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32052,IL125b,su1,(Cuzco x yellow dent)x((11d x Louisiana Sweet Bantam2)xIL125a),2014,Wisconsin,
32053,IL557a,su1,IL72a x Tapicorn2,2014,Wisconsin,
32054,IL796a,su1,(IL702a x IL677a)x B6011,2014,Wisconsin,
32056,IL692c,su1,Yaxchilan x Northen Belle,2014,Wisconsin,
32057,MDM-18,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32062,Ia5125,su1,(IP39 x Tendermost) x IP39,2014,Wisconsin,
32064,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32065,IL134,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32068,Check2,su1,not found in compliation or diversity panel,2014,Wisconsin,
32070,Check2,su1,not found in compliation or diversity panel,2014,Wisconsin,
32071,P39,su1,Purdue Bantam,2014,Wisconsin,
32072,F2,field,Found in Diversity Panel. No notes,2014,Wisconsin,
32078,IL789b,su1,(IL677a x Crookham ND56)x AA17,2014,Wisconsin,
32101,Check2,su1,not found in compliation or diversity panel,2014,Wisconsin,
32103,IL515a,su1,(IL103hx IL86e)x IL103b,2014,Wisconsin,
32104,IL107a,su1,IL5 x unknown,2014,Wisconsin,
32105,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32108,NJ116-wa,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32110,P39b,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32111,P39 Goodman Buckler,su1,Purdue Bantam,2014,Wisconsin,
32112,SC6069,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32114,P39LE-261:61,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32117,Ia4189,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32118,C68R,su1,C68R(x)-552:63,2014,Wisconsin,
32119,P39,su1,Purdue Bantam,2014,Wisconsin,
32120,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32127,Check4,su1,not found in compliation or diversity panel,2014,Wisconsin,
32128,T33,su1,Strain T33-399-68(B),2014,Wisconsin,
32130,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32133,MDM-8,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32134,T32,su1,Strain T33-399-68(B),2014,Wisconsin,
32135,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32136,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32138,Check2,su1,not found in compliation or diversity panel,2014,Wisconsin,
32139,IL678a,su1,(Bolivia 1035 x IL44b) x IL442a,2014,Wisconsin,
32142,Wu04819,su1,not found in compliation or diversity panel,2014,Wisconsin,
32143,SD176,su1,Golden Sunshine,2014,Wisconsin,
32146,IL767b,su1,IL197a X IL677a,2014,Wisconsin,
32147,IL777a,su1,IL27a x IL677a,2014,Wisconsin,
32148,IL800a,su1,(Gold cup x Pa405) x ((Gold Cup x Six Shooter white dent)S4 x((IL677a x IL549a)S5 x IL677a)S4),2014,Wisconsin,
32149,IL451b,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32150,C40,su1,957-3 x P51,2014,Wisconsin,
32152,Ia2132,su1,(TSR x I45) x Ia4329,2014,Wisconsin,
32153,A684su,su1,A684su     (PI 567792),2014,Wisconsin,
32154,IL803a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32155,B5870,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32224,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32225,IL124a,su1,Cream O'Gold,2014,Wisconsin,
32227,IL779a,su1,white dent x IL677a,2014,Wisconsin,
32230,V775,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32231,P39,su1,Purdue Bantam,2014,Wisconsin,
32232,ILB5870,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32233,NJ159,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32234,Ia5125,su1,(IP39 x Tendermost) x IP39,2014,Wisconsin,
32235,MDM-1,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32236,P35,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32239,WVG3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32245,F2,field,Found in Diversity Panel. No notes,2014,Wisconsin,
32249,IL393a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32251,IL369b,su1,(IL44b x IL47a)x IL27a ?,2014,Wisconsin,
32253,IL442a,su1,((CC5 x IL104q) x 104q) x IL104c,2014,Wisconsin,
32255,IL729a,su1,(IL14 x IL11) x Lehna soft flint,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
32256,IL618b,su1,(IL27a x IL21b) x op,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
32259,WVG3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32260,SD176,su1,Golden Sunshine,2014,Wisconsin,
32261,IL124a,su1,Cream O'Gold,2014,Wisconsin,
32262,Il733a,su1,Ga-sT35 x IL442a,2014,Wisconsin,
32263,IL779a,su1,white dent x IL677a,2014,Wisconsin,
32266,IL453b,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32267,IL451B,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32268,IL777a,su1,IL27a x IL677a,2014,Wisconsin,
32274,IL370a,su1,(IL44b x IL47a)x IL31a,2014,Wisconsin,
32278,Ia5261,su1,not found in compliation or diversity panel,2014,Wisconsin,
32302,Ia2256B,su1,not found in compliation or diversity panel,2014,Wisconsin,
32303,Ia2730,su1,(Ia338 x Ia1429) x Ia1429,2014,Wisconsin,
32306,C68,su1,C7 outcross,2014,Wisconsin,
32308,MDM-17,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32309,A632,field,Found in Diversity Panel. No notes,2014,Wisconsin,
32313,P14,su1,Golden Rod,2014,Wisconsin,
32315,MDM-21,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32316,IL799b,su1,(Gold Cup x Pa405) x 59829,2014,Wisconsin,
32317,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32318,P39,su1,Purdue Bantam,2014,Wisconsin,
32319,P35,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32321,C65,su1,Yellow sugary X C50 (3),2014,Wisconsin,
32324,IL701e,su1,(IL44b x Bolivia 1035) x IL442a,2014,Wisconsin,
32326,IL764b,su1,((Hawaiian sugary x IL110g)x IL677a)x (t55 x IL677a),2014,Wisconsin,
32327,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32328,T35,su1,Strain T35-388-68(A),2014,Wisconsin,
32331,IL793a,su1,Pa405 x 59170,2014,Wisconsin,
32332,IL366a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32336,A15,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32338,IL804a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32339,IL713a,su1,(P103Ht1 x T20) x T20(4),2014,Wisconsin,
32340,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32341,EP58,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32342,IL200e,su1,A701  (A701 = VUH1939 Country Gentleman O.P.,2014,Wisconsin,
32343,I45,su1,Bantam Evergreen,2014,Wisconsin,
32344,IL801a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32349,A685su,su1,Sel. from [Apache S3 X (Ia453 X B52) S6],2014,Wisconsin,
32350,IL543c,su1,((IL104c x IL107a)x IL107a) x IL112a,2014,Wisconsin,
32351,S43,su1,Golden Bantam 77x Hayes White?,2014,Wisconsin,
32353,Check2,su1,not found in compliation or diversity panel,2014,Wisconsin,
32354,S4,su1,Golden Bantam 77x Hayes White?,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
32355,IaEV3004,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32357,IL112t,su1,Country Gentleman inbred 5 x unknown/ Self from A702 (stray yellow kernels on IL11),2014,Wisconsin,
32425,IL453b,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32426,IL788a,su1,BES 1948 op,2014,Wisconsin,
32427,SC6069,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32428,C27,su1,Whipple Early Yellow,2014,Wisconsin,
32429,Ma401,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32430,IaEV3015,su1,(LDG x Ia191) x Ia191,2014,Wisconsin,
32431,SD829,su1,Burbank Bantam,2014,Wisconsin,
32432,P39 Goodman Buckler,su1,Purdue Bantam,2014,Wisconsin,
32433,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32435,SC1441,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32436,C65,su1,Yellow sugary X C50 (3),2014,Wisconsin,
32437,EP82,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32438,EP62,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32439,IL107a,su1,IL5 x unknown,2014,Wisconsin,
32440,Ma83608,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32441,IL661a,su1,Ia6038 ?,2014,Wisconsin,
32445,Wu04401,su1,not found in compliation or diversity panel,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
32448,Check4,su1,not found in compliation or diversity panel,2014,Wisconsin,
32449,T625,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32450,MDM-12,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32452,T24,su1,Strain T24-395-68(B),2014,Wisconsin,
32454,IL454a,su1,(IL101t x IL92a) x IL98b,2014,Wisconsin,
32455,M822,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32456,83610b,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32457,IL86e,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32459,P51,su1,Golden Bantam,2014,Wisconsin,
32460,S43,su1,Golden Bantam 77x Hayes White?,2014,Wisconsin,
32464,471-U6,su1,not found in compliation or diversity panel,2014,Wisconsin,
32465,P39Le-253:60,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32466,IL323a,su1,11e x 930,2014,Wisconsin,
32468,Check2,su1,not found in compliation or diversity panel,2014,Wisconsin,
32469,Ia453,su1,((P39 x I45) x I45) x I45,2014,Wisconsin,
32471,Il615a,su1,Self from Calpack hybrid,2014,Wisconsin,
32472,MDM-6,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32473,Check3,su1,not found in compliation or diversity panel,2014,Wisconsin,
32475,SD469,su1,Barden's Wonder Bantam,2014,Wisconsin,
32476,IL772a,su1,{[(44b X BOV1035) 442a] 459a} 677a ,2014,Wisconsin,
32478,P39M96,su1,P39 selection (purdue bantam),2014,Wisconsin,
32479,A10579,su1,Ia453 X Ia5125,2014,Wisconsin,
15A0032,M6388,aeduwx,F12(BC?3F3M97AC XPurdue61?1?79?1)PA2462,2015,New York,
15A0217,M6411,aeduwx,F10(BC1F6M4206 XPurdue61?1?79?1)PA2462,2015,New York,
15A0375,M6421,aeduwx,F9[ILL.B2064 X (BC4F3M97AC XPurdue61?1?79?1)]PA2462,2015,New York,
15A0478,M6415,aeduwx,F10(BC?1F6Ill.197a XPurdue61?1?79?1)PA2462,2015,New York,
15A0532,M6388,aeduwx,F12(BC?3F3M97AC XPurdue61?1?79?1)PA2462,2015,New York,
15A0832,M6411,aeduwx,F10(BC1F6M4206 XPurdue61?1?79?1)PA2462,2015,New York,
15A0873,M6415,aeduwx,F10(BC?1F6Ill.197a XPurdue61?1?79?1)PA2462,2015,New York,
15A0921,M6421,aeduwx,F9[ILL.B2064 X (BC4F3M97AC XPurdue61?1?79?1)]PA2462,2015,New York,
15A0304,W85,field,"Ottawa Flint BB85 (Dept. Of Agric. Ottawa, Canada)",2015,New York,
15A0397,W64A,Field,Wf9 x C.I. 187-2,2015,New York,
15A0418,DF14,field,Oh43 synthetic (field in compilation file),2015,New York,
15A0768,W85,field,"Ottawa Flint BB85 (Dept. Of Agric. Ottawa, Canada)",2015,New York,
15A0903,DF14,field,Oh43 synthetic (field in compilation file),2015,New York,
15A0924,W64A,field,Wf9 x C.I. 187-2,2015,New York,
15A0001,Check1,se,not found in compliation or diversity panel,2015,New York,
15A0003,We08408,se,(97818 x 97803)@@@(Lanc.xCt1401)x(SSS Guelph),2015,New York,
15A0037,W822GSe,se,found in late nursery murray,2015,New York,
15A0041,Check1,se,not found in compliation or diversity panel,2015,New York,
15A0047,We03418a,se,Sugar Buns x BC2753,2015,New York,
15A0048,Check1,se,not found in compliation or diversity panel,2015,New York,
15A0051,We08417a,se,(97813 x 97810)@@@ (Lanc.xCt1401),2015,New York,
15A0078,We05408,se,not found in compliation or diversity panel,2015,New York,
15A0079,Check1,se,not found in compliation or diversity panel,2015,New York,
15A0087,We09425,se,(GH2041 x Ambrosia)@,2015,New York,
15A0093,W822Gse,se,found in late nursery murray,2015,New York,
15A0096,Check1,se,not found in compliation or diversity panel,2015,New York,
15A0099,We05401,se,not found in compliation or diversity panel,2015,New York,
15A0106,We09402,se,(Bojangles x Ambrosia)@,2015,New York,
15A0109,We05407,se,Trinity x 98401,2015,New York,
15A0120,IL696a,se,American White Pearl x IL318a (marked as su1 on diversity panel),2015,New York,
15A0145,IL747b,se,IL667a x Crookham (marked as su1 on diversity panel?),2015,New York,
15A0153,We05411,se,not found in compliation or diversity panel,2015,New York,
15A0156,IL731a,se,Golden Sensation X IL677a (marked as su1 on diversity panel),2015,New York,
15A0216,B5765,se,B5765 Se (maked as su1 in diversity panel),2015,New York,
15A0237,We05410,se,98410b x Trinity,2015,New York,
15A0239,We02412,se,not found in compliation or diversity panel,2015,New York,
15A0256,We08414a,se,(98080x 98081)@@ (Dent x Wh9261),2015,New York,
15A0263,We01407,se,not found in compliation or diversity panel,2015,New York,
15A0270,ILB5765,se,ILB5765 se (marked as su1 in diversity panel?),2015,New York,
15A0315,We10401,se,(BS16 (S) C2 Syn 2 x Accord)@@,2015,New York,
15A0336,We02404,se,not found in compliation or diversity panel,2015,New York,
15A0341,We06410,se,not found in compliation or diversity panel,2015,New York,
15A0352,We09413,se,(Bojangles x Brocade)@,2015,New York,
15A0377,Il677a,se,(Bolivia 1035 x IL44b) x IL442a,2015,New York,
15A0405,IL44b,se,Country Gentleman,2015,New York,
15A0455,IL766a,se,(T35x IL677a)x IL677a (marked as su in diversity panel),2015,New York,
15A0484,We02406,se,not found in compliation or diversity panel,2015,New York,
15A0487,We05408,se,not found in compliation or diversity panel,2015,New York,
15A0490,We05401,se,not found in compliation or diversity panel,2015,New York,
15A0495,Check1,se,not found in compliation or diversity panel,2015,New York,
15A0513,We09425,se,(GH2041 x Ambrosia)@,2015,New York,
15A0519,Check1,se,not found in compliation or diversity panel,2015,New York,
15A0520,W822Gse,se,found in late nursery murray,2015,New York,
15A0523,We08417a,se,(97813 x 97810)@@@ (Lanc.xCt1401),2015,New York,
15A0528,We03418a,se,Sugar Buns x BC2753,2015,New York,
15A0530,Check1,se,not found in compliation or diversity panel,2015,New York,
15A0541,W822GSe,se,found in late nursery murray,2015,New York,
15A0566,We09402,se,(Bojangles x Ambrosia)@,2015,New York,
15A0567,We05407,se,Trinity x 98401,2015,New York,
15A0572,Check1,se,not found in compliation or diversity panel,2015,New York,
15A0587,We06409b,se,not found in compliation or diversity panel,2015,New York,
15A0591,We08408,se,(97818 x 97803)@@@(Lanc.xCt1401)x(SSS Guelph),2015,New York,
15A0594,Check1,se,not found in compliation or diversity panel,2015,New York,
15A0614,IL747b,se,IL667a x Crookham (marked as su1 on diversity panel?),2015,New York,
15A0619,B5765,se,B5765 Se (maked as su1 in diversity panel),2015,New York,
15A0667,We02404,se,not found in compliation or diversity panel,2015,New York,
15A0718,We08414a,se,(98080x 98081)@@ (Dent x Wh9261),2015,New York,
15A0733,IL731a,se,Golden Sensation X IL677a (marked as su1 on diversity panel),2015,New York,
15A0741,IL696a,se,American White Pearl x IL318a (marked as su1 on diversity panel),2015,New York,
15A0743,We09413,se,(Bojangles x Brocade)@,2015,New York,
15A0746,We02412,se,not found in compliation or diversity panel,2015,New York,
15A0753,ILB5765,se,ILB5765 se (marked as su1 in diversity panel?),2015,New York,
15A0759,We05411,se,not found in compliation or diversity panel,2015,New York,
15A0777,We06410,se,not found in compliation or diversity panel,2015,New York,
15A0818,We05410,se,98410b x Trinity,2015,New York,
15A0856,We10401,se,(BS16 (S) C2 Syn 2 x Accord)@@,2015,New York,
15A0934,We02406,se,not found in compliation or diversity panel,2015,New York,
15A0950,IL44b,se,Country Gentleman,2015,New York,
15A0964,IL766a,se,(T35x IL677a)x IL677a (marked as su in diversity panel),2015,New York,
15A0009,Wh04020a,sh2,Marvel x Contender,2015,New York,
15A0036,Wh09126R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x SSJ) {@8},2015,New York,
15A0042,Wh9261,sh2,not found in compliation or diversity panel,2015,New York,
15A0045,Wh08022,sh2,(Sugar Buns x SSJ)@,2015,New York,
15A0066,Wh07013,sh2,(96034x035x037x040)@,2015,New York,
15A0067,Wh10035R,sh2,Wh9261 x Rp1I {2},2015,New York,
15A0068,Wh00033,sh2,not found in compliation or diversity panel,2015,New York,
15A0075,Wh05032a,sh2,not found in compliation or diversity panel,2015,New York,
15A0084,Wh94053,sh2,not found in compliation or diversity panel,2015,New York,
15A0091,Wh93017,sh2,not found in compliation or diversity panel,2015,New York,
15A0097,Wh96011,sh2,not found in compliation or diversity panel,2015,New York,
15A0100,Wh10140R,sh2,(Wh93017xPopARp1-J+Rp1@@) {6},2015,New York,
15A0105,Wh04036V,sh2,Mexican Dent sh2  (MDMV),2015,New York,
15A0107,Wh09009,sh2,GSS 9299 x Ambrosia)@,2015,New York,
15A0110,Wh03031,sh2,BSS1609 x GH1887,2015,New York,
15A0118,Wh98063,sh2,not found in compliation or diversity panel,2015,New York,
15A0131,Wh07061a,sh2,(Ct1001 x A641)@@@ {2},2015,New York,
15A0134,Wh92054,sh2,not found in compliation or diversity panel,2015,New York,
15A0142,If825,sh2,looked at seed. Definitely sh2,2015,New York,
15A0147,Wh10034R,sh2,(99051xPopD Rp1-F+Rp1-J+Rp1C@@) {3},2015,New York,
15A0152,Wh00050,sh2,not found in compliation or diversity panel,2015,New York,
15A0171,Wh10049R,sh2,98003 x Rp1GDJ {2},2015,New York,
15A0176,Wh07165R,sh2,Mexican Dent sh2 ####@8 (NCLB),2015,New York,
15A0177,EP85,sh2,Found in Diversity Panel. No notes,2015,New York,
15A0187,Wh96015,sh2,not found in compliation or diversity panel,2015,New York,
15A0191,Wh08042,sh2,(SS Jubilee(CML-246 x BSS5362)@,2015,New York,
15A0198,Wh00065,sh2,not found in compliation or diversity panel,2015,New York,
15A0218,R839,sh2,P39 sh2,2015,New York,
15A0221,R851,sh2,P51 sh2,2015,New York,
15A0228,Wh07020a,sh2,(HSII X Sugar Buns)@@,2015,New York,
15A0231,Wh10173V,sh2,"(04032,3V x Ct1013)@@@@@@",2015,New York,
15A0234,Wh07166R,sh2,PopBRpG+Rp1-J+Rp1Fx92054)@7 (Rust),2015,New York,
15A0245,Wh98044,sh2,not found in compliation or diversity panel,2015,New York,
15A0250,Wh05081a,sh2,not found in compliation or diversity panel,2015,New York,
15A0269,Wh00051,sh2,not found in compliation or diversity panel,2015,New York,
15A0271,Wh09117R,sh2,(CML-246 x Tahoe)(CML-246 x BSS5362)@5,2015,New York,
15A0278,Wuh98032,sh2,HSII x Sugar Buns,2015,New York,
15A0287,EP84,sh2,Found in Diversity Panel. No notes,2015,New York,
15A0293,Wh09061,sh2,(SS Jubilee x Ambrosia)@,2015,New York,
15A0298,Wh10231V,sh2,((ExcellencyxHaw. SS)[S4]xCt1001)@@@@@@,2015,New York,
15A0301,Wh09141R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x 92040) {@8},2015,New York,
15A0308,Wh09137R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Wh9261) {@8},2015,New York,
15A0311,Wh10804R,sh2,Red @6,2015,New York,
15A0316,Wh09033,sh2,(Marvel x Ambrosia)@,2015,New York,
15A0318,Wuh09191i,sh2i,((Fa56Ash2-i/+xCt1401)(@-5)i/isu/su?)x(?))@@@@,2015,New York,
15A0337,Wh09083,sh2,(WSS 3681 x Ambrosia)@,2015,New York,
15A0348,Wh05066a,sh2,HSII x SS Jubilee,2015,New York,
15A0353,Wh96034,sh2,not found in compliation or diversity panel,2015,New York,
15A0356,Wh10216V,sh2,"(04036,7V x Ct1001)@@@@@@",2015,New York,
15A0364,Wh09068,sh2,(WSS 3681(CML**27 x WSS3681)@,2015,New York,
15A0374,Wh05051,sh2,Ct1401 x HSII,2015,New York,
15A0380,Wh93016,sh2,not found in compliation or diversity panel,2015,New York,
15A0388,Wh01001,sh2,not found in compliation or diversity panel,2015,New York,
15A0392,Wh10046R,sh2,Rp1G5 x 98032 {2},2015,New York,
15A0393,Wh10006R,sh2,Mexican Dent sh2 ####@5 rc @4 (Rust),2015,New York,
15A0438,Wh10113R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Shaker) {@9},2015,New York,
15A0471,Wh92047,sh2,A632 x Wh3 (marked su1 on diversity panel),2015,New York,
15A0491,Wh08022,sh2,(Sugar Buns x SSJ)@,2015,New York,
15A0492,Wh10140R,sh2,(Wh93017xPopARp1-J+Rp1@@) {6},2015,New York,
15A0499,Wh10035R,sh2,Wh9261 x Rp1I {2},2015,New York,
15A0512,Wh09009,sh2,GSS 9299 x Ambrosia)@,2015,New York,
15A0514,Wh00033,sh2,not found in compliation or diversity panel,2015,New York,
15A0521,Wh96011,sh2,not found in compliation or diversity panel,2015,New York,
15A0522,Wh9261,sh2,not found in compliation or diversity panel,2015,New York,
15A0524,Wh04036V,sh2,Mexican Dent sh2  (MDMV),2015,New York,
15A0526,Wh05032a,sh2,not found in compliation or diversity panel,2015,New York,
15A0544,Wh04020a,sh2,Marvel x Contender,2015,New York,
15A0547,Wh07013,sh2,(96034x035x037x040)@,2015,New York,
15A0554,Wh94053,sh2,not found in compliation or diversity panel,2015,New York,
15A0588,Wh93017,sh2,not found in compliation or diversity panel,2015,New York,
15A0593,Wh09126R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x SSJ) {@8},2015,New York,
15A0600,Wh09087,sh2,not found in compliation or diversity panel,2015,New York,
15A0618,EP85,sh2,Found in Diversity Panel. No notes,2015,New York,
15A0621,Wh10049R,sh2,98003 x Rp1GDJ {2},2015,New York,
15A0623,Wh08042,sh2,(SS Jubilee(CML-246 x BSS5362)@,2015,New York,
15A0625,Wh07166R,sh2,PopBRpG+Rp1-J+Rp1Fx92054)@7 (Rust),2015,New York,
15A0630,EP84,sh2,Found in Diversity Panel. No notes,2015,New York,
15A0645,R839,sh2,P39 sh2,2015,New York,
15A0647,Wh05051,sh2,Ct1401 x HSII,2015,New York,
15A0649,Wh09033,sh2,(Marvel x Ambrosia)@,2015,New York,
15A0658,Wh07165R,sh2,Mexican Dent sh2 ####@8 (NCLB),2015,New York,
15A0659,Wh00065,sh2,not found in compliation or diversity panel,2015,New York,
15A0668,Wh09137R,sh2,Pop D  Rp1-F + Rp1-J + Rp1C x Wh9261) {@8},2015,New York,
15A0671,Wh10804R,sh2,Red @6,2015,New York,
15A0674,Wh10173V,sh2,"(04032,3V x Ct1013)@@@@@@",2015,New York,
15A0681,Wh09075,sh2,SS Jubilee Plus x Ambrosia (sh2xse)@,2015,New York,
15A0686,Wh10034R,sh2,(99051xPopD Rp1-F+Rp1-J+Rp1C@@) {3},2015,New York,
15A0687,If825,sh2,looked at seed. Definitely sh2,2015,New York,
15A0692,Wuh98032,sh2,HSII x Sugar Buns,2015,New York,
15A0693,Wh98063,sh2,not found in compliation or diversity panel,2015,New York,
15A0711,Wh10231V,sh2,((ExcellencyxHaw. SS)[S4]xCt1001)@@@@@@,2015,New York,
15A0719,R851,sh2,P51 sh2,2015,New York,
15A0738,R825,sh2,"Ia5125 sh2. Looked at seed, confirmed",2015,New York,
15A0755,Wh00050,sh2,not found in compliation or diversity panel,2015,New York,
15A0761,Wh09061,sh2,(SS Jubilee x Ambrosia)@,2015,New York,
15A0772,If853,su1,Found in Diversity Panel. No notes,2015,New York,
15A0789,Wh09083,sh2,(WSS 3681 x Ambrosia)@,2015,New York,
15A0792,Wh07020a,sh2,(HSII X Sugar Buns)@@,2015,New York,
15A0811,Wh09117R,sh2,(CML-246 x Tahoe)(CML-246 x BSS5362)@5,2015,New York,
