"GenoName","Sucrose"
"IL777a",23.5118866
"IL777a",13.7174797
"IL777a",23.4178505
"IL777a",23.591362
"IL777a",20.8203316
"IL777a",17.9966087
"IL777a",22.6422882
"IL778c",22.4863434
"IL778c",3.1062737
"IL778c",14.6609726
"IL778c",17.0429077
"IL778c",24.8247375
"IL778c",17.8926964
"IL778c",23.0565567
"IL778c",20.7367592
"Ames27447",14.9643555
"Ames27447",11.4558754
"Ames27447",12.6112938
"Ames27447",13.938839
"Ames27447",8.9926262
"Ames27447",15.0765877
"Ames27447",3.1240692
"Ames27447",15.5943832
"Ames27447",10.69067
"Ames27447",5.5127449
"Ames27447",9.9310646
"IL788a",3.8940849
"IL788a",11.2599449
"IL788a",9.4869537
"IL788a",13.8672791
"IL788a",7.8203163
"IL788a",11.4824257
"IL788a",13.887291
"IL788a",12.4398232
"IL788a",2.8350143
"IL788a",12.2848358
"IL789b",7.3988953
"IL789b",8.1346512
"IL789b",11.0727539
"IL791a",6.1495552
"IL791a",21.4962463
"IL793a",4.6413307
"IL793a",11.7140656
"IL793a",11.5837593
"IL793a",8.780571
"IL793a",11.0493202
"IL793a",9.7435722
"IL793a",9.1804962
"IL793a",9.6256523
"IL794a",10.22029685
"IL794a",10.4037247
"IL794a",7.4235039
"IL794a",15.849205
"IL794a",14.7032356
"IL794a",9.9485512
"IL795a",5.1594734
"IL795a",20.0502777
"IL795a",16.9616776
"IL795a",14.3452454
"IL795a",18.6538429
"IL795a",14.2761993
"IL795a",13.699192
"IL795a",19.2651978
"IL796a",19.2182655
"IL796a",24.3853722
"IL796a",18.717617
"IL796a",22.51231
"IL796a",17.2520561
"IL796a",12.9146118
"IL796a",12.5658379
"IL796a",18.9346619
"IL797a",7.7586365
"IL797a",10.9059448
"IL797a",12.0957298
"IL797a",13.7152023
"IL797a",6.9556999
"IL797a",13.2399788
"IL797a",13.2607765
"IL797a",10.5399742
"IL797a",16.2696228
"IL797a",13.4674187
"IL798c",19.5620689
"IL798c",20.7221985
"IL798c",18.0848427
"IL798c",17.9754486
"IL798c",14.9286919
"IL799b",20.1005974
"IL799b",18.7733955
"IL799b",6.9380989
"IL799b",13.2897034
"IL799b",17.8496628
"IL799b",15.189373
"IL799b",17.7814789
"IL799b",17.2893829
"IL799b",8.0310135
"IL801a",18.7265167
"IL801a",16.8181801
"IL801a",12.4631157
"IL801a",16.67326165
"IL802b_Ht2",12.3099556
"IL802b_Ht2",13.1146698
"IL802b_Ht2",16.8134575
"IL802b_Ht2",8.2495766
"IL802b_Ht2",20.2900238
"IL802b_Ht2",15.5384407
"IL802b_Ht2",16.2844582
"IL802b_Ht2",20.1333389
"IL802b_Ht2",14.0541039
"IL803a",17.5303764
"IL803a",15.0752258
"IL803a",20.1302986
"IL803a",18.1781883
"IL803a",18.9382477
"IL803a",17.5562859
"IL803a",17.5619392
"IL803a",6.4415855
"IL803a",11.6135025
"IL804a",9.4201965
"IL804a",13.3544655
"IL804a",17.5838661
"IL804a",4.9764977
"IL804a",4.1786232
"IL804a",12.5550499
"IL86e",8.8040085
"IL86e",13.3262825
"IL86e",5.3506126
"IL86e",7.9371529
"IL86e",11.6735039
"IL86e",9.0561142
"IL91j",8.4821396
"IL91j",6.1559601
"IL91j",9.8033409
"IL91j",7.41996
"IL91j",9.0927277
"IL91j",10.9871597
"IL91j",9.5579987
"ILB5765",7.0656738
"ILB5765",15.3227997
"ILB5765",19.4218254
"ILB5765",17.2756424
"ILB5765",10.6198807
"ILB5765",13.1459007
"ILB5765",5.694622
"ILB5870",6.5582047
"ILB5870",5.4493027
"ILB5870",9.8911476
"ILB5870",6.5140839
"ILB5870",10.452198
"ILB5870",7.921833
"ILB5870",12.0769958
"ILB5870",7.5265312
"ILB5870",10.7500572
"ILB6011",8.3458633
"ILB6011",11.1426888
"ILB6011",7.9850082
"ILB6011",5.3006821
"ILB6011",10.8271027
"ILB6011",11.7728195
"ILB6011",9.8813744
"Ames22032",5.9231644
"Ames22032",3.3174629
"Ames22032",7.0944061
"Ames22032",9.661026
"Ames22032",7.2649727
"Ames22032",5.314846
"Ames22032",6.4067078
"Ames22032",9.2481499
"Ames22032",6.8785057
"Jubileeex9017",13.0139465
"Jubileeex9017",17.537468
"LUTHERHILL",11.174057
"LUTHERHILL",8.31287
"LUTHERHILL",12.3512764
"LUTHERHILL",12.8980103
"LUTHERHILL",12.2290192
"LUTHERHILL",18.6601105
"LUTHERHILL",13.5452156
"LUTHERHILL",4.6389046
"LUTHERHILL",13.5301781
"LUTHERHILL",12.7450485
"LUTHERHILL",12.4541016
"Ames22034",7.6341629
"Ames22034",13.6972275
"Ames22034",8.21424675
"Ames22034",6.8820305
"Ames22034",10.9110451
"Ames22035",7.8229446
"Ames22035",8.1339912
"Ames22035",7.6444016
"Ames22035",12.2920418
"Ames22035",3.8475151
"Ames22035",8.3032036
"Ames22035",11.5641708
"Ames22035",2.7530708
"M5",13.9487305
"M5",2.4594193
"M5",10.0990677
"M5",16.809597
"M5",15.8563766
"M5",15.6876678
"M5",14.8738251
"M5",14.8796616
"M6388",10.4954987
"M6388",15.7133312
"M6388",14.4672985
"M6388",17.9630489
"PI506411",15.4563828
"PI506411",15.6873674
"PI506411",16.2246666
"PI506411",20.3928337
"PI506411",14.6363707
"M6415",13.8564129
"M6415",14.3082333
"M6415",22.9679394
"M6415",14.6132784
"M6415",20.8674488
"M6421",16.3621521
"M6421",8.735363
"M6421",13.8170967
"M6421",10.4324474
"M6421",12.7821751
"M822",9.652523
"M822",6.0629539
"M822",14.4305077
"M822",9.6148987
"M822",11.708519
"M822",11.2717018
"M822",7.7045364
"M822",13.0671158
"Ma2402",9.6254234
"Ma2402",6.4939499
"Ma2402",8.8264122
"Ma2402",6.8607635
"Ma2402",13.2239952
"Ma2402",6.285038
"Ma2402",9.8886719
"Ma2402",7.8668137
"Ma2402",4.8749161
"Ma2402",13.9497185
"Ames22036",9.6037941
"Ames22036",6.1233559
"Ames22036",9.4524612
"Ames22036",9.0796585
"Ames22036",4.5861473
"Ames22036",7.6443405
"Ma401",18.9537392
"Ma401",17.0139122
"Ma401",14.803112
"Ma401",13.5615692
"Ma401",11.617115
"Ma401",14.2371178
"Ma401",16.5031929
"Ma5125",11.8580856
"Ma5125",10.6628761
"Ma5125",11.1927986
"Ma5125",5.7805443
"Ma5125",6.3976746
"Ma5125",5.1993065
"Ma5125",9.2721138
"Ma609",14.5590096
"Ma609",15.299408
"Ma609",0.7005844
"Ma83608",10.1292114
"Ma83608",6.5550919
"Ma83608",7.6263962
"Ma83608",5.8300858
"Ma83608",6.9548569
"Ma83608",7.600605
"Ma83608",3.0934906
"Ma83608",8.2164078
"Ma83608",9.4749908
"MDM_1",11.2625504
"MDM_1",9.3067284
"MDM_1",11.1036072
"MDM_1",7.9749756
"MDM_1",8.4267616
"MDM_1",10.785141
"MDM_1",10.8270645
"MDM_1",4.1727562
"MDM_1",8.5861168
"MDM_1",5.8407173
"MDM_12",14.1360931
"MDM_12",11.4470024
"MDM_12",12.2440071
"MDM_12",5.3495598
"MDM_12",12.9404411
"MDM_12",5.222496
"MDM_12",11.2837715
"MDM_15",14.4089737
"MDM_15",5.0281944
"MDM_15",6.3119392
"MDM_15",9.2991219
"MDM_15",11.8852539
"MDM_15",11.4981461
"MDM_15",7.4256859
"MDM_16",5.2113457
"MDM_16",7.2211037
"MDM_16",4.923584
"MDM_16",3.7247772
"MDM_16",9.1481209
"MDM_16",7.7437897
"MDM_16",1.5968075
"MDM_16",6.4696312
"MDM_16",6.6108475
"MDM_17",1.8635254
"MDM_17",3.1096916
"MDM_17",9.3590107
"MDM_17",5.1109505
"MDM_17",7.503582
"MDM_17",2.7701225
"MDM_17",9.1845856
"MDM_17",6.1985626
"MDM_18",7.7853279
"MDM_18",4.5576591
"MDM_18",3.5901756
"MDM_18",7.2986984
"MDM_18",2.3085442
"MDM_18",7.5838547
"MDM_18",9.6820297
"MDM_19",2.9089622
"MDM_19",10.0524063
"MDM_19",12.0101357
"MDM_19",9.9281693
"MDM_19",8.5539017
"MDM_19",9.2550545
"MDM_2",4.4411163
"MDM_2",4.693718
"MDM_2",12.265583
"MDM_2",6.3206482
"MDM_2",6.2041588
"MDM_2",3.2732239
"MDM_2",13.5466003
"MDM_2",7.2532845
"MDM_20",7.9496155
"MDM_20",6.702137
"MDM_20",5.5097427
"MDM_20",6.7247887
"MDM_20",8.8698616
"MDM_20",13.3732681
"MDM_20",6.0496902
"MDM_21",11.46595
"MDM_21",12.1018753
"MDM_21",9.0905342
"MDM_21",12.2721367
"MDM_21",16.4108315
"MDM_21",6.0348053
"MDM_21",8.5726776
"MDM_23",11.8909378
"MDM_23",4.1870461
"MDM_23",12.8051567
"MDM_23",13.8048172
"MDM_5",9.3333397
"MDM_5",8.5024872
"MDM_5",3.996788
"MDM_5",13.6494751
"MDM_5",12.4350853
"MDM_5",8.5399055
"MDM_5",16.1814079
"MDM_5",11.7300987
"MDM_5",4.5461006
"MDM_5",4.8365364
"MDM_6",3.1889915
"MDM_6",1.1034508
"MDM_8",7.9915962
"MDM_8",8.2954788
"MDM_8",12.3805122
"MDM_8",8.8413086
"MDM_8",11.7942047
"MDM_8",13.2300415
"MDM_8",8.7910385
"MDM_8",6.3552246
"MDM_9",4.6738396
"MDM_9",7.5437889
"MDM_9",3.6923523
"MDM_9",7.7350845
"MDM_9",5.5310669
"MDM_9",5.6988106
"MDM_9",5.4664917
"MDM_9",5.3097305
"MDM_9",7.6450806
"Ames22037",11.0819168
"Ames22037",5.5334473
"Ames22037",9.197979
"Ames22037",5.0390396
"Ames22037",5.2358284
"Ames22037",8.9186668
"Ames22037",8.3555832
"Ames22038",8.2906342
"Ames22038",8.7692261
"Ames22038",6.4276428
"Ames22038",9.0048141
"Ames22038",5.898941
"Ames22038",7.3753967
"Ames22038",8.5331192
"Ames22038",5.6867905
"Ames22038",8.1085358
"Ames22038",5.4336281
"Me121_wb",8.3994255
"Me121_wb",3.871273
"Me121_wb",4.5919647
"Me121_wb",7.6384544
"Me121_wb",3.8400879
"Me121_wb",6.0406837
"Me121_wb",9.9049759
"Me121_wb",9.8625221
"Ames22040",7.755764
"Ames22040",8.6011429
"Ames22040",6.6514282
"Ames22040",10.1288109
"Ames22040",6.6775589
"Ames22040",6.6076469
"Ames22040",11.3524971
"Ames22041",7.6432533
"Ames22041",3.67276
"Ames22041",10.2805901
"Ames22041",3.605526
"Ames22041",4.1075592
"Ames22041",6.4744759
"Ames22041",6.8295822
"Ames22041",8.2592278
"Me2",12.127079
"Me2",10.5359116
"Me2",9.3934975
"Me2",4.5176239
"Me2",8.232666
"Me2",10.7153168
"Ames22043",6.9236603
"Ames22043",4.4739609
"Ames22043",6.9262123
"Ames22043",8.0819664
"Ames22043",6.929985
"Ames22043",2.4777031
"Me2rt",8.0900764
"Me2rt",10.7757301
"Me2rt",3.2688904
"Me2rt",10.0031776
"Me2rt",8.0892906
"Me2rt",6.4566994
"Me2rt",8.7755508
"Me2rt",6.6347656
"PI558532",15.3886185
"PI558532",14.9033508
"PI558532",11.6492939
"PI558532",14.2057991
"PI558532",13.5017252
"MR10",14.0214996
"MR10",14.6808205
"MR10",7.1975784
"MR10",11.6761513
"MR10",8.524437
"MR10",17.0358772
"MR10",8.6938667
"ND1",3.605299
"ND1",3.8859634
"ND1",3.8307381
"ND1",3.9708519
"ND1",NA
"ND1",4.2618332
"ND1",2.5125618
"Ames22044",10.5389481
"Ames22044",10.3817902
"Ames22044",11.6289215
"Ames22044",17.1206284
"Ames22044",16.4036751
"Ames22044",11.9003639
"Ames22044",7.7376671
"Ames22044",8.9933395
"Ames22044",9.3763123
"Ames22045",3.9153137
"Ames22045",4.8911209
"Ames22045",4.2836075
"Ames22045",5.6051369
"NJ159",8.0183868
"NJ159",8.2306824
"NJ159",9.8242989
"NJ159",8.3400803
"NJ159",6.4734955
"NJ159",7.6362152
"NJ159",2.596344
"NJ159",11.8368797
"NJ618",4.94735334
"NJ618",13.1536064
"NJ618",6.0659142
"NJ618",3.2871284
"NJ618",7.886055
"NJ618",7.87257575
"NJ618",8.7939758
"NJ7Y",9.8801689
"NJ7Y",7.4806328
"NJ7Y",6.7623672
"Ames19288",8.5024929
"Ames19288",13.1261542666667
"Ames19288",8.2291451
"Ames19288",13.7231245
"Ames19288",12.9398972333333
"Ames19288",13.080863
"Ames19288",10.9489193
"Ames19288",9.81363485
"Ames19323",5.9711533
"Ames19323",13.5218067
"OLCOTT",5.7774887
"OLCOTT",5.0604439
"OLCOTT",8.166069
"OLCOTT",12.7924156
"OLCOTT",16.9019852
"OLCOTT",5.5746574
"P14",13.5905571
"P14",14.0078278
"P14",5.9983025
"P14",12.1445122
"P14",11.6396446
"P14",11.0175591
"P14",16.31412885
"P14",11.0199776
"P14",10.8606529
"P35",6.1656418
"P35",9.380928
"P35",9.5225143
"P35",5.5071831
"P35",7.8732414
"P35",2.2783623
"P35",7.096962
"P35",7.1470337
"P39",2.8094254
"P39",7.9084129
"P39",7.1268425
"P39",6.1425858
"P39",4.5143318
"P39",8.4207153
"P39",10.9714317
"P39",11.0435753
"P39",9.6673927
"P39",7.0700455
"P39",10.1559753
"P39",7.7319908
"P39",6.5789337
"P39",15.4312458
"P39",7.971283
"P39",7.2617836
"P39",9.98423
"P39",5.5017586
"P39",3.1521797
"P39",7.2386894
"P39",2.2939987
"P39",7.97855
"P39",9.170433
"P39",8.1316223
"P39",10.3358231
"P39",7.365963
"P39",9.3581734
"P39",6.8013687
"P39",5.1559143
"P39",9.2611046
"P39",7.6664429
"P39",7.1049652
"P39",5.5502434
"P39",4.9029579
"P39",7.1383896
"P39",8.6279106
"P39",7.0028915
"P39",8.4055176
"P39",2.827301
"P39",8.3588028
"P39",7.2961044
"P39",5.8760986
"P39",4.8683319
"P39",5.9700165
"P39",4.560257
"P39",10.2970123
"P39",6.5910149
"P39",5.5779419
"P39",3.6095734
"P39",3.3805466
"P39",2.9152679
"P39",6.8118706
"P39_New",5.1497231
"P39_New",4.8961792
"P39_New",5.777977
"P39_New",6.2517929
"P39_New",8.9947472
"P39_New",4.7062263
"P39_New",8.5252609
"P39_New",7.6596718
"NSL8583",4.1416054
"NSL8583",9.3775787
"NSL8583",3.3781052
"NSL8583",6.4528999
"NSL8583",4.4533272
"NSL8583",7.9728546
"NSL8583",6.7893372
"NSL8583",6.011219
"NSL8583",3.766861
"NSL8583",11.3905945
"P39b",7.5102119
"P39b",8.4899368
"P39b",8.895504
"P39b",6.7018356
"P39b",5.6551971
"P39b",9.9735641
"P39Le_253_60",8.6437798
"P39Le_253_60",7.2513924
"P39Le_253_60",9.1597557
"P39Le_253_60",3.6826744
"P39Le_253_60",4.8174324
"P39Le_253_60",5.1612053
"P39Le_253_60",5.1053238
"P39Le_253_60",6.9489517
"P39Le_253_60",5.6489525
"P39LE_261_61",7.7822533
"P39LE_261_61",7.7048531
"P39LE_261_61",4.9025078
"P39LE_261_61",7.4238052
"P39LE_261_61",2.8945656
"P39LE_261_61",9.6905479
"P39LE_261_61",5.8152275
"P39LE_261_61",7.3922577
"P39M94",5.66782
"P39M94",5.549099
"P39M94",8.8738861
"P39M94",8.8963776
"P39M94",7.9775963
"P39M94",7.4009476
"P39M94",7.6493034
"P39M94",5.3869514
"Ames22048",8.3628731
"Ames22048",7.0754509
"Ames22048",9.855854
"Ames22048",8.2112656
"Ames22048",3.2179375
"Ames22048",5.5237961
"Ames22048",7.8249092
"Ames22048",7.8080215
"P39_x_Rp1d",7.4781036
"P39_x_Rp1d",7.3717957
"P39_x_Rp1d",6.2359581
"P39_x_Rp1d",7.4223633
"P39_x_Rp1d",7.680954
"P39_x_Rp1d",8.4939919
"P39_x_Rp1d",8.2213326
"P39_x_Rp1d",4.4161797
"P39_x_Rp1d",7.3915443
"P39_x_Rp1d",7.9686546
"P39_x_Rp1d",8.4297142
"Ames22049",9.1810074
"Ames22049",5.1873894
"Ames22049",10.3667297
"Ames22049",8.8710365
"Ames22049",9.5762444
"Ames22049",4.7647781
"Ames22049",6.1938972
"Ames22049",6.0173645
"Ames22049",8.6427879
"NSL8582",10.0665245
"NSL8582",6.4087639
"NSL8582",11.1131744
"NSL8582",10.7026176
"NSL8582",10.4978752
"NSL8582",10.4253769
"NSL8582",11.9112434
"P51xRp1d",10.119091
"P51xRp1d",12.9538345
"P51xRp1d",9.3605652
"P51xRp1d",8.3845367
"P51xRp1d",3.072422
"P51xRp1d",5.5093765
"P51xRp1d",12.3304253
"P51xRp1d",12.4298286
"NSL42805",14.5879669
"NSL42805",31.5459614
"NSL42805",16.4630089
"NSL42805",18.5340786
"NSL42805",14.414403
"NSL42805",25.4822102
"NSL42805",20.5425415
"NSL42805",28.3158665
"NSL42806",26.8252335
"NSL42806",17.4682312
"NSL42806",23.919054
"NSL42806",20.587574
"NSL42806",23.156435
"NSL42806",22.5471306
"NSL42806",26.2873001
"NSL42806",20.4371471
"R851",19.8286972
"R851",21.7095299
"R851",17.916523
"R851",17.6981449
"R851",28.9752712
"R851",22.0199165
"R851",18.8505306
"R851",19.0952034
"R851",14.2040443
"R853",30.7861671
"R853",28.1457329
"R853",31.7041569
"Ames23508",12.0314369
"Ames23508",NA
"Ames23508",10.3972054
"Ames23508",4.4625092
"Ames23508",9.9860382
"Ames23508",9.8347435
"Ames23510",6.5111427
"Ames23510",9.2014656
"Ames23510",13.4265442
"Ames23510",13.0579758
"Ames23510",6.2492065
"Ames23510",11.9400978
"SC1441",17.1523361
"SC1441",15.9115868
"SC1441",16.3922348
"SC1441",15.2327461
"SC1441",19.4785233
"SC1441",13.7110062
"SC1441",16.8323898
"SC1441",16.9479713
"SC1441",19.3233261
"SC6069",14.1569786
"SC6069",NA
"SC6069",13.7069511
"SC6069",14.1058235
"SC6069",10.8418884
"SC6069",14.7170563
"SC6069",16.7476578
"SD176",11.587532
"SD176",3.1746674
"SD176",11.9191017
"SD176",11.0665741
"SD176",3.3329124
"SD176",10.50264165
"SD176",11.6578407
"SD176",11.6671562
"SD176",6.8861008
"SD226",11.6481667
"SD226",3.0864067
"SD226",11.79879
"SD226",15.4022827
"SD226",11.4994812
"SD226",13.8383102
"SD226",13.4878845
"SD226",9.2791405
"SD226",6.8143959
"SD226",14.2456131
"SD245",9.6668358
"SD245",6.0418472
"SD245",6.7124138
"SD277",8.727787
"SD277",8.0541611
"SD277",7.7535477
"SD277",6.8020325
"SD277",3.4152374
"SD277",9.22789
"SD277",8.8503189
"SD277",8.5045891
"SD277",8.8176613
"SD469",9.5161896
"SD469",7.7003021
"SD469",8.2403107
"SD469",3.2552376
"SD469",4.1029205
"SD469",10.9543304
"SD469",9.8475113
"SD469",4.7813301
"SD469",5.5927887
"SD592",10.49823
"SD592",4.0922813
"SD592",7.8098183
"SD592",2.5782394
"SD592",11.9726181
"SD592",7.0685234
"SD592",4.8125458
"SD592",9.322197
"SD592",7.4831734
"SD789",8.7193451
"SD789",10.7969322
"SD789",9.1429024
"SD789",13.0662727
"SD789",9.0373726
"SD789",7.4802513
"SD789",4.7388458
"SD829",5.4240494
"SD829",10.7724648
"SD829",10.3392029
"SD829",9.167141
"SD829",10.4614944
"SD829",15.1708145
"SD829",9.6470337
"SD829",10.6143227
"SD829",13.4756775
"SD829",5.1935158
"SD883",9.8894081
"SD883",8.7324982
"SD883",7.7325096
"SD883",7.3498764
"SD883",6.814415
"SD883",4.2209969
"SD883",7.4148445
"SD883",9.4570503
"SD884",10.7605553
"SD884",4.8824425
"SD884",9.5557137
"SD884",4.3106918
"SD884",7.6977425
"SD884",12.5786209
"SD884",8.656353
"SD908",2.3986855
"SD908",5.8553543
"SD908",7.4418869
"SD908",3.6307869
"SD908",7.6756058
"SD908",12.5180435
"SD908",8.1570129
"SD908",7.2724686
"SD908",8.4688148
"SD909",7.5370293
"SD909",4.0894279
"SD909",5.4826355
"SD909",5.3513451
"SD909",3.7765694
"SD909",6.3727226
"SD909",3.6141586
"SD909",2.5151024
"SD909",4.1920547
"PI358534",9.1802559
"PI358534",7.3446236
"PI358534",11.2576523
"PI358534",8.5541382
"PI358534",12.2272758
"PI358534",4.4743576
"PI358534",4.4593124
"PI358534",4.1499367
"PI358534",8.7997246
"PI358536",9.904377
"PI358536",11.569313
"PI358536",12.3203354
"PI358536",7.9942818
"PI358536",11.5059624
"PI358536",8.5818939
"PI358536",4.021595
"PI358536",4.5009003
"PI358536",7.7991257
"PI358537",13.6681671
"PI358537",8.2486153
"PI358537",6.7617874
"PI358537",9.7972832
"PI358537",10.522747
"PI358537",14.0756111
"PI358537",9.2401886
"PI358537",12.983593
"PI358538",6.6193161
"PI358538",9.9037552
"PI358538",8.1269264
"PI358538",9.7927856
"PI358538",4.9643478
"PI358539",13.8699226
"PI358539",10.7515411
"PI358539",9.1923752
"PI358539",11.9012871
"PI358539",7.3263702
"PI358539",7.4185333
"PI358539",7.1841393
"T625",12.6473579
"T625",16.5587387
"T625",5.0581703
"T625",15.49897
"T625",8.0367393
"T625",15.7201691
"T625",7.3936043
"T625",8.8748894
"T625",9.1069298
"PI509045",8.7059288
"PI509045",9.2575722
"PI509045",9.8456345
"PI509045",7.3375587
"PI509045",12.0283699
"PI509045",11.4333267
"PI509045",2.585228
"PI509045",8.9673615
"V775",0.4968376
"V775",29.4017715
"V775",26.5471802
"V775",NA
"V775",29.5237579
"V775",16.5697632
"V775",NA
"V775",28.7041168
"V781",8.3724403
"V781",6.5162926
"V781",9.9591904
"V781",7.4205132
"V781",4.2497787
"VIA5492",10.5812149
"VIA5492",11.7984314
"VIA5492",12.4889145
"VIA5492",6.6104851
"VIA5492",11.4697456
"VIA5492",11.0094872
"VIA5492",12.8572769
"VIA5492",10.5164719
"Vineland576",11.4372139
"Vineland576",10.949852
"Vineland576",3.3955154
"Vineland576",10.2805595
"Vineland576",7.2699089
"Vineland576",4.8912125
"Vineland576",10.8378906
"Vineland576",6.9287834
"W1736",10.445797
"W1736",13.3950462
"W1736",12.6401176
"W1736",7.6747551
"W1736",16.1412125
"Ames22053",6.4671288
"Ames22053",9.7025032
"Ames22053",11.6515427
"Ames22053",6.5195198
"Ames22053",6.5980873
"Ames22053",17.2632828
"Ames22053",12.8180504
"Ames22053",12.7299881
"Ames22055",12.2173119
"Ames22055",5.8508224
"Ames22055",0
"Ames22055",10.1397285
"Ames22055",9.2589149
"Ames22055",5.9938087
"Ames22055",6.4881134
"Ames22055",1.2635422
"Ames22055",9.3807831
"Ames22056",5.2353363
"Ames22056",8.5848579
"Ames22056",7.244236
"Ames22056",11.0573845
"Ames22056",1.8694191
"Ames22056",5.2844391
"Ames22057",7.6192398
"Ames22057",6.6738586
"Ames22057",10.3288689
"Ames22057",5.8986969
"Ames22057",8.5676384
"Ames22057",2.8643112
"Ames22057",4.5165482
"Ames22057",9.1461411
"Ames22057",4.475956
"Ames22057",12.3227787
"Ames22058",6.2359161
"Ames22058",8.498642
"Ames22058",8.3724136
"Ames22058",7.2748489
"Ames22058",5.8565063
"Ames22059",11.7445145
"Ames22059",9.5189972
"Ames22059",10.7650528
"Ames22059",0
"Ames22059",3.7612381
"Ames22059",7.1500359
"Ames22059",11.7208176
"Ames22059",8.0049896
"Ames22059",12.1423225
"Ames22060",10.3853531
"Ames22060",7.765007
"Ames22060",11.6879387
"Ames22060",7.5691071
"Ames22060",16.7344284
"Ames22060",11.0894852
"Ames22060",11.5714378
"Ames22060",12.3564072
"Ames22060",13.7043762
"PI587152",7.8053226
"PI587152",11.7441864
"PI587152",15.4579601
"PI587152",12.4685297
"PI587152",6.2709446
"PI587152",10.4484921
"PI587152",13.5955744
"PI587152",19.8317795
"PI587152",15.88528825
"PI587152",6.6631966
"Ames22061",10.8405495
"Ames22061",10.0047188
"Ames22061",8.0128174
"Ames22061",8.9120827
"Ames22061",13.7957001
"Ames22061",12.8355637
"Ames22061",16.095993
"Ames22062",10.1332893
"Ames22062",10.3766403
"Ames22062",6.5163727
"Ames22062",10.9908981
"Ames22062",11.1813278
"Ames22062",10.2069969
"Ames22062",7.662529
"Ames22062",10.801487
"W6728",13.3924294
"W6728",12.7906227
"W6728",6.8458557
"W6728",13.505043
"W6728",12.9535675
"W6728",15.0238342
"W6728",12.1085739
"Ames22065",7.6159058
"Ames22065",2.5636482
"Ames22065",5.3592987
"Ames22065",5.5946426
"Ames22065",5.2217903
"Ames22065",6.4099884
"Ames22065",5.1579781
"W6786",8.0133514
"W6786",11.3479576
"W6786",2.7908173
"W6786",10.8678627
"W6786",10.664238
"W6786",4.2085762
"W6786",8.0996819
"W6786",9.8376122
"Ames22067",10.0601578
"Ames22067",8.0382843
"Ames22067",10.8249664
"Ames22067",11.0144196
"Ames22067",9.4882355
"Ames22067",11.7548828
"Ames22067",6.8627281
"Ames22067",9.4386444
"W822GSE",7.7921028
"W822GSE",8.02321625
"W822GSE",15.9960365
"W822GSE",9.08939935
"W822GSE",6.34080503333333
"W822GSE",5.56417655
"W822GSE",4.5308914
"W822GSE",14.7646103
"W822GSE",10.3919563
"W822GSE",5.5107231
"W822GSE",11.026947
"W822GSE",10.3624573
"W822GSE",5.3934364
"W822GSE",3.9219208
"W822GSE",9.6777267
"W822GSE",9.5162182
"W822GSE",11.9736061
"W85",16.5703659
"W85",7.2676353
"W85",12.5162582
"W85",7.0748119
"W85",14.5481863
"W85",10.5361786
"W85",18.4733238
"W85",21.0949116
"W85",13.2068787
"We01407",15.7200127
"We01407",14.7436562
"We01407",15.8522911
"We01407",4.0305862
"We01407",20.2663841
"We01407",17.7919388
"We01407",10.3376312
"We01407",13.9337807
"We01407",15.0031548
"We02404",17.6723061
"We02404",19.0077057
"We02404",15.5938644
"We02404",18.4903145
"We02404",15.4699326
"We02404",21.0402298
"We02404",19.3970871
"We02404",21.3259163
"We02406",16.0641403
"We02406",15.8948669
"We02406",12.8267708
"We02406",19.4271774
"We02406",5.5083618
"We02412",8.5907936
"We02412",12.3096695
"We02412",18.6554108
"We02412",1.6460304
"We02412",17.7094994
"We02412",17.7677612
"We02412",19.6868362
"We03418a",25.1848755
"We03418a",10.7396355
"We03418a",12.6121941
"We03418a",6.6782341
"We03418a",17.9704552
"We03418a",1.7275887
"We03418a",20.7415924
"We03418a",16.1847763
"We03418a",22.7529526
"We03418a",21.5060997
"We03418a",15.8799438
"We03418a",22.8917885
"We03418a",22.6752434
"We03418a",20.4457359
"We03418a",5.6291122
"We03418a",17.3121719
"We03418a",17.4039574
"We03418a",10.2436142
"We05401",22.439476
"We05401",6.0828705
"We05401",18.7857018
"We05401",13.4333916
"We05401",18.6786804
"We05401",14.3594589
"We05401",20.3911781
"We05401",21.1586037
"We05401",22.3768463
"We05401",21.2127228
"We05407",17.8313217
"We05407",20.1948395
"We05407",21.033287
"We05407",21.8265381
"We05407",7.0522156
"We05407",19.3124199
"We05407",21.4832687
"We05407",7.2326889
"We05407",14.9234657
"We05407",14.8604736
"We05407",6.0629807
"We05407",17.4541435
"We05407",21.1348381
"We05407",2.1683617
"We05408",21.4160156
"We05408",20.3797188
"We05408",22.4940605
"We05408",20.3102913
"We05408",19.3242378
"We05408",18.3210144
"We05408",5.9910126
"We05408",22.4406509
"We05410",22.3689384
"We05410",23.0569763
"We05410",2.8080406
"We05410",23.0079269
"We05410",18.5171089
"We05410",20.6660423
"We05410",22.84095
"We05410",23.7479057
"We05410",23.9314117
"We05410",18.5535049
"We05411",17.316124
"We05411",16.5264206
"We05411",15.6418419
"We05411",3.7145386
"We05411",17.249649
"We05411",1.7644386
"We05411",17.2251167
"We05411",14.9137306
"We05411",19.6628647
"We05411",20.2579651
"We05411",15.5495224
"We06409b",13.6077232
"We06409b",11.8585281
"We06409b",19.1173782
"We06409b",4.1551323
"We06410",19.0654221
"We06410",21.5437584
"We06410",13.6881447
"We06410",12.7982216
