"GenoName","Starch.BLUP"
"2",1.79960691525051
"257A9",12.1404111387905
"PI358527",-1.2747023630367
"34f",-2.97896616546702
"471_U6",-4.06534203065691
"NSL8581",-3.84992085428696
"83610b",-4.28733896038052
"83612b",-3.70750146683118
"A10579",0.399216247355323
"A15",16.0833335099768
"A648",23.3581844715913
"PI567792",2.84664748384222
"PI567793",4.39498687662557
"PI567794",4.33388880291985
"A7",23.0524728251709
"AS11",1.45255728958106
"B5765",-5.30251219979771
"B5870",4.15798049192659
"Ames22015",2.01185831211746
"PI587126",2.80517628271569
"C15",2.49648325546838
"Ames22017",-0.515288507287435
"C2",0.272864286588821
"Ames22018",4.5581100501187
"C23_su",0.953930591523794
"Ames22019",0.959817291267778
"C27red",2.64772778542517
"C3",4.72624378701864
"C30",0.967677353664972
"Ames22020",3.81178410965227
"C38",5.31333636464728
"C4",5.4708340594234
"C40",0.522758890343676
"Ames23507",5.45548489417734
"Ames22011",0.35941400589625
"C5_NT",-0.0440594151313341
"C65",2.24892777031073
"C68",2.61485192369532
"C68Rx_552_63",1.4850394014532
"C6A",1.6772127426853
"Ames22012",2.42340387304963
"Ames22013",1.14054961265206
"C81",8.19146568169116
"Ames22014",7.07441913890931
"C8w",-2.8086098474256
"Ames22024",1.44061615609005
"We05407",-1.97968352410918e-10
"W_5579",-2.21606827189985e-12
"PI587135",-2.76630866130362e-12
"IL125b",1.6612656563462e-13
"EP58",-0.700165561037281
"EP60",3.2808335013755
"EP61",0.188290181355564
"EP62",-2.15549187694648
"EP82",-0.349219301946489
"EP83",1.86837620586622
"EP84",2.60349642803726
"EP85",-0.00837606544129227
"Fa32B",3.78321024673357
"PI644099",9.10935099876057
"G8",0.76770773700767
"GMBAB",4.0377168522151
"PI550492",0.358102971437792
"HotevillaAzwhitesweetcorn_1",3.49327537040796
"I45",-3.63886941060173
"I817",1.64309887942467
"Ames22028",-0.0300524335159513
"Ames22029",-1.60608808447121
"PI587134",0.393915881117484
"Ia2256",0.848954426557326
"Ia2730",4.43662888376513
"Ia4189",3.63862858132298
"Ia45_1",-1.96825469677692
"Ia45_2",-2.89786730523197
"Ia45_3",-2.46330960840337
"Ia453",-1.96154418490263
"Ia5220",-3.11823007991221
"Ia5261",0.461795622854146
"Ia59",0.530532762612585
"Ia_CG4189",3.45581525673766
"IaEV3002",-2.82101126196834
"IaEV3015",-2.54815274678892
"If825",-1.69517403698997
"If853",-7.52267408634386
"Il_101T",3.39354635594228
"IL103a",-1.78824679671352
"IL104g",0.25237973779229
"IL110K",10.7328321591686
"IL112t",0.725756380713422
"IL1171",-0.0865368202428999
"IL11D",-0.245739842967476
"IL124a",-1.44111569844943
"IL13B",-0.220400839022978
"IL14b",-1.68404456142984
"IL14C",-2.94316387336437
"PI690323",-0.836525489582298
"IL18b",-3.79986375216154
"IL200e",2.57716212439019
"IL21f",0.273153522970566
"IL279AxRp1d",3.61982753625143
"IL27a",5.67141686334193
"IL303b",6.30005300448598
"IL318a",-1.89416803880359
"IL31a",1.02124872185904
"IL323a",3.42872652337792
"IL325a",-3.00192096719512
"IL328a",0.742069233395069
"IL354a",-2.45050078805522
"IL366a",0.362769742641045
"IL368a",-4.08731078099945
"IL369b",-0.735206184893316
"IL370a",5.44462560979068
"IL393a",1.10394183196372
"IL395a",-4.37612090978616
"IL430a",1.01637186344089
"IL437a",2.64024189758699
"IL442a",-1.83895503244762
"IL44b",-6.28278681374439
"IL451b",5.08247860297557
"IL453b",-1.47744105043487
"IL454a",-1.76070189669043
"IL465a",-1.5247241544091
"IL47A",0.755649953981817
"IL515a",4.17123736403007
"IL543c",-3.92146441164028
"IL545",-0.865357337390448
"IL557a",-2.60552148419701
"IL607a",-4.42497935771066
"IL611a",-1.62353476971225
"IL615a",0.77077414933187
"IL618b",-2.13508539826407
"IL648",-0.925423658646871
"IL661a",-5.4682509723483
"IL671a",6.24495033778628
"IL673a",3.64661666792169
"IL676a",4.05588509451309
"Il677a",-8.03161990319184
"IL678a",-1.43096605692752
"IL689a",-1.07237106453983
"IL692c",1.62166660042356
"IL696a",-7.79069916815322
"IL699e",1.08809597521689
"IL7",0.983953870292809
"IL701e",0.952021402648832
"IL707a",-1.09458059043675
"IL713a",5.193221436454
"IL729a",-2.86329474538757
"Ames27444",-11.5596735227609
"IL733a",-5.07969217575463
"IL744a",-8.81310364399788
"IL747b",-6.69453164250762
"IL751a",-5.29223534624399
"IL757b",-5.40685082299446
"IL761a",2.09451588656432
"IL764b",-9.61209383087843
"IL765a",-7.41596679168927
"IL766a",-7.31005483060069
"Ames27445",-6.70985587683011
"IL772a",-3.27067313586087
"IL773a",-3.7849541145798
"IL775a",-9.06128127362301
"IL776a",-6.35510717465594
"IL777a",-5.74227010315258
"IL778c",-9.91078545209278
"Ames27447",-4.52970967647311
"IL788a",3.05485980602106
"IL789b",-2.82156744047692
"IL791a",-4.01231399802694
"IL793a",0.293086659287116
"IL794a",-1.14176377666055
"IL795a",-7.05199610577948
"IL796a",-9.56766574847774
"IL797a",-6.45565758447698
"IL798c",-8.61344931824292
"IL799b",-4.0071218730853
"IL801a",-8.17379138586308
"IL802b_Ht2",-7.70986190347376
"IL803a",-7.08642829401835
"IL804a",-8.66682198020986
"IL86e",1.55781450139009
"IL91j",0.120501956727707
"ILB5765",-5.20333757607402
"ILB5870",2.05814371220766
"ILB6011",0.547926953112422
"IP_39",4.64595541643602
"Jubileeex9017",-3.56122408825434
"LUTHERHILL",0.780344821090616
"Ames22034",2.25888487459396
"Ames22035",3.21048104539499
