SampleLabel,Inbred,superblock,block,rep,Row,Col,Check,IsFill,IsExperimental,Year,Location,NIRBase,FileSource,,,,,,
30646,Sugar Buns,,,,4,35,99,0,0,2014,Wisconsin,14W30646,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30647,Check4,3,23,1,4,34,4,1,0,2014,Wisconsin,14W30647,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30647,Check4,3,23,1,,,4,1,0,2014,Wisconsin,14W30647,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30648,IL125b,3,23,1,4,33,99,1,1,2014,Wisconsin,14W30648,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30648,IL125b,3,23,1,,,99,1,1,2014,Wisconsin,14W30648,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30649,IL775a,3,23,1,4,32,99,1,1,2014,Wisconsin,14W30649,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30649,IL775a,3,23,1,,,99,1,1,2014,Wisconsin,14W30649,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30650,IL14b,3,23,1,4,31,99,1,1,2014,Wisconsin,14W30650,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30650,IL14b,3,23,1,,,99,1,1,2014,Wisconsin,14W30650,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30651,tropical ,3,23,1,4,30,99,1,1,2014,Wisconsin,14W30651,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30651,tropical ,3,23,1,,,99,1,1,2014,Wisconsin,14W30651,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30652,Mo17,3,23,1,4,29,99,1,1,2014,Wisconsin,14W30652,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30652,Mo17,3,23,1,,,99,1,1,2014,Wisconsin,14W30652,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30653,Check3,3,23,1,4,28,3,1,0,2014,Wisconsin,14W30653,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30653,Check3,3,23,1,,,3,1,0,2014,Wisconsin,14W30653,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30654,A648,3,23,1,4,27,99,1,1,2014,Wisconsin,14W30654,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30654,A648,3,23,1,,,99,1,1,2014,Wisconsin,14W30654,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30655,IL14H,3,23,1,4,26,99,1,1,2014,Wisconsin,14W30655,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30655,IL14H,3,23,1,,,99,1,1,2014,Wisconsin,14W30655,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30656,IL545,3,23,1,4,25,99,1,1,2014,Wisconsin,14W30656,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30656,IL545,3,23,1,,,99,1,1,2014,Wisconsin,14W30656,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30657,tropical ,3,23,1,4,24,99,1,1,2014,Wisconsin,14W30657,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30657,tropical ,3,23,1,,,99,1,1,2014,Wisconsin,14W30657,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30658,Check4,3,21,1,4,23,4,1,0,2014,Wisconsin,14W30658,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30658,Check4,3,21,1,,,4,1,0,2014,Wisconsin,14W30658,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30659,IL699e,3,21,1,4,22,99,1,1,2014,Wisconsin,14W30659,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30659,IL699e,3,21,1,,,99,1,1,2014,Wisconsin,14W30659,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30660,IL366a,3,21,1,4,21,99,1,1,2014,Wisconsin,14W30660,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30660,IL366a,3,21,1,,,99,1,1,2014,Wisconsin,14W30660,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30661,IL552a,3,21,1,4,20,99,1,1,2014,Wisconsin,14W30661,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30661,IL552a,3,21,1,,,99,1,1,2014,Wisconsin,14W30661,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30662,MDM-2,3,21,1,4,19,99,1,1,2014,Wisconsin,14W30662,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30662,MDM-2,3,21,1,,,99,1,1,2014,Wisconsin,14W30662,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30663,257A9,3,21,1,4,18,99,1,1,2014,Wisconsin,14W30663,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30663,257A9,3,21,1,,,99,1,1,2014,Wisconsin,14W30663,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30664,tropical ,3,21,1,4,17,99,1,1,2014,Wisconsin,14W30664,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30664,tropical ,3,21,1,,,99,1,1,2014,Wisconsin,14W30664,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30665,tropical ,3,21,1,4,16,99,1,1,2014,Wisconsin,14W30665,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30665,tropical ,3,21,1,,,99,1,1,2014,Wisconsin,14W30665,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30666,tropical ,3,21,1,4,15,99,1,1,2014,Wisconsin,14W30666,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30666,tropical ,3,21,1,,,99,1,1,2014,Wisconsin,14W30666,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30667,MDM-8,3,21,1,4,14,99,1,1,2014,Wisconsin,14W30667,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30667,MDM-8,3,21,1,,,99,1,1,2014,Wisconsin,14W30667,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30668,T35,3,21,1,4,13,99,1,1,2014,Wisconsin,14W30668,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30668,T35,3,21,1,,,99,1,1,2014,Wisconsin,14W30668,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30669,Sugar Buns,,,,4,12,99,0,0,2014,Wisconsin,14W30669,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30670,We02412,1,4,1,4,11,99,1,1,2014,Wisconsin,14W30670,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30670,We02412,1,4,1,,,99,1,1,2014,Wisconsin,14W30670,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30671,W6714,1,4,1,4,10,99,1,1,2014,Wisconsin,14W30671,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30671,W6714,1,4,1,,,99,1,1,2014,Wisconsin,14W30671,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30672,C7,1,4,1,4,9,99,1,1,2014,Wisconsin,14W30672,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30672,C7,1,4,1,,,99,1,1,2014,Wisconsin,14W30672,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30673,R851,1,4,1,4,8,99,1,1,2014,Wisconsin,14W30673,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30673,R851,1,4,1,,,99,1,1,2014,Wisconsin,14W30673,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30674,C5,1,4,1,4,7,99,1,1,2014,Wisconsin,14W30674,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30674,C5_su,1,4,1,,,99,1,1,2014,Wisconsin,14W30674,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30675,C12-1,1,4,1,4,6,99,1,1,2014,Wisconsin,14W30675,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30675,C12-1,1,4,1,,,99,1,1,2014,Wisconsin,14W30675,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30676,Me121-wb,1,4,1,4,5,99,1,1,2014,Wisconsin,14W30676,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30676,Me121-wb,1,4,1,,,99,1,1,2014,Wisconsin,14W30676,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30677,OLCOTT,1,4,1,4,4,99,1,1,2014,Wisconsin,14W30677,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30677,OLCOTT,1,4,1,,,99,1,1,2014,Wisconsin,14W30677,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30678,Hotevilla Az. white sweet corn-1,1,4,1,4,3,99,1,1,2014,Wisconsin,14W30678,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30678,Hotevilla Az. white sweet corn-1,1,4,1,,,99,1,1,2014,Wisconsin,14W30678,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30679,IP39,1,4,1,4,2,99,1,1,2014,Wisconsin,14W30679,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30679,IP39,1,4,1,,,99,1,1,2014,Wisconsin,14W30679,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30680,MR10,1,4,1,4,1,99,1,1,2014,Wisconsin,14W30680,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30680,MR10,1,4,1,,,99,1,1,2014,Wisconsin,14W30680,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30701,W3722,1,3,1,5,1,99,1,1,2014,Wisconsin,14W30701,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30701,W3722,1,3,1,,,99,1,1,2014,Wisconsin,14W30701,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30702,C13,1,3,1,5,2,99,1,1,2014,Wisconsin,14W30702,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30702,C13,1,3,1,,,99,1,1,2014,Wisconsin,14W30702,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30703,Ia2076,1,3,1,5,3,99,1,1,2014,Wisconsin,14W30703,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30703,Ia2076,1,3,1,,,99,1,1,2014,Wisconsin,14W30703,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30704,V781,1,3,1,5,4,99,1,1,2014,Wisconsin,14W30704,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30704,V781,1,3,1,,,99,1,1,2014,Wisconsin,14W30704,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30705,W6462,1,3,1,5,5,99,1,1,2014,Wisconsin,14W30705,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30705,W6462,1,3,1,,,99,1,1,2014,Wisconsin,14W30705,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30706,NJ7Y,1,3,1,5,6,99,1,1,2014,Wisconsin,14W30706,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30706,NJ7Y,1,3,1,,,99,1,1,2014,Wisconsin,14W30706,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30707,W6757,1,3,1,5,7,99,1,1,2014,Wisconsin,14W30707,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30707,W6757,1,3,1,,,99,1,1,2014,Wisconsin,14W30707,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30708,W5552,1,3,1,5,8,99,1,1,2014,Wisconsin,14W30708,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30708,W5552,1,3,1,,,99,1,1,2014,Wisconsin,14W30708,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30709,C30,1,3,1,5,9,99,1,1,2014,Wisconsin,14W30709,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30709,C30,1,3,1,,,99,1,1,2014,Wisconsin,14W30709,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30710,SD909,1,3,1,5,10,99,1,1,2014,Wisconsin,14W30710,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30710,SD909,1,3,1,,,99,1,1,2014,Wisconsin,14W30710,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30711,Me100,1,3,1,5,11,99,1,1,2014,Wisconsin,14W30711,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30711,Me100,1,3,1,,,99,1,1,2014,Wisconsin,14W30711,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30712,Sugar Buns,,,,5,12,99,0,0,2014,Wisconsin,14W30712,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30713,IL795a,3,20,1,5,13,99,1,1,2014,Wisconsin,14W30713,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30713,IL795a,3,20,1,,,99,1,1,2014,Wisconsin,14W30713,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30714,Check3,3,20,1,5,14,3,1,0,2014,Wisconsin,14W30714,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30714,Check3,3,20,1,,,3,1,0,2014,Wisconsin,14W30714,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30715,Jubileeex9017,3,20,1,5,15,99,1,1,2014,Wisconsin,14W30715,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30715,Jubileeex9017,3,20,1,,,99,1,1,2014,Wisconsin,14W30715,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30716,IL701e,3,20,1,5,16,99,1,1,2014,Wisconsin,14W30716,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30716,IL701e,3,20,1,,,99,1,1,2014,Wisconsin,14W30716,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30717,tropical ,3,20,1,5,17,99,1,1,2014,Wisconsin,14W30717,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30717,tropical ,3,20,1,,,99,1,1,2014,Wisconsin,14W30717,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30718,IL765a,3,20,1,5,18,99,1,1,2014,Wisconsin,14W30718,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30718,IL765a,3,20,1,,,99,1,1,2014,Wisconsin,14W30718,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30719,IL328a,3,20,1,5,19,99,1,1,2014,Wisconsin,14W30719,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30719,IL328a,3,20,1,,,99,1,1,2014,Wisconsin,14W30719,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30720,tropical ,3,20,1,5,20,99,1,1,2014,Wisconsin,14W30720,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30720,tropical ,3,20,1,,,99,1,1,2014,Wisconsin,14W30720,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30721,tropical ,3,20,1,5,21,99,1,1,2014,Wisconsin,14W30721,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30721,tropical ,3,20,1,,,99,1,1,2014,Wisconsin,14W30721,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30722,tropical ,3,20,1,5,22,99,1,1,2014,Wisconsin,14W30722,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30722,tropical ,3,20,1,,,99,1,1,2014,Wisconsin,14W30722,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30723,304A,3,20,1,5,23,99,1,1,2014,Wisconsin,14W30723,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30723,304A,3,20,1,,,99,1,1,2014,Wisconsin,14W30723,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30724,Sugar Buns,,,,5,24,99,0,0,2014,Wisconsin,14W30724,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30725,We10401,1,28,2,5,25,99,1,1,2014,Wisconsin,14W30725,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30726,Check2,1,28,2,5,26,2,1,0,2014,Wisconsin,14W30726,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30727,W6786,1,28,2,5,27,99,1,1,2014,Wisconsin,14W30727,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30728,M23,1,28,2,5,28,99,1,1,2014,Wisconsin,14W30728,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30729,C38,1,28,2,5,29,99,1,1,2014,Wisconsin,14W30729,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30730,G8,1,28,2,5,30,99,1,1,2014,Wisconsin,14W30730,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30731,We06409b,1,28,2,5,31,99,1,1,2014,Wisconsin,14W30731,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30732,IL747b,1,28,2,5,32,99,1,1,2014,Wisconsin,14W30732,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30733,W1736,1,28,2,5,33,99,1,1,2014,Wisconsin,14W30733,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30734,Me135,1,28,2,5,34,99,1,1,2014,Wisconsin,14W30734,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30735,NJ143,1,28,2,5,35,99,1,1,2014,Wisconsin,14W30735,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30736,We05411,1,29,2,5,36,99,1,1,2014,Wisconsin,14W30736,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30737,Me244-wb,1,29,2,5,37,99,1,1,2014,Wisconsin,14W30737,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30738,81-1,1,29,2,5,38,99,1,1,2014,Wisconsin,14W30738,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30739,C2,1,29,2,5,39,99,1,1,2014,Wisconsin,14W30739,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30740,Ia5220,1,29,2,5,40,99,1,1,2014,Wisconsin,14W30740,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30741,IL689a,1,29,2,5,41,99,1,1,2014,Wisconsin,14W30741,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30742,We01407,1,29,2,5,42,99,1,1,2014,Wisconsin,14W30742,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30743,LUTHER HILL,1,29,2,5,43,99,1,1,2014,Wisconsin,14W30743,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30744,Sm* Sm* smooth @@,1,29,2,5,44,99,1,1,2014,Wisconsin,14W30744,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30745,P39,1,29,2,5,45,99,1,1,2014,Wisconsin,14W30745,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30746,We09402,1,29,2,5,46,99,1,1,2014,Wisconsin,14W30746,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30747,Sugar Buns,,,,5,47,99,0,0,2014,Wisconsin,14W30747,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30748,We05410,,,,5,48,99,1,1,2014,Wisconsin,14W30748,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30833,We06409a,,,,6,48,99,1,1,2014,Wisconsin,14W30833,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30834,Sugar Buns,,,,6,47,99,0,0,2014,Wisconsin,14W30834,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30835,Me2rt,1,29,2,6,46,99,1,1,2014,Wisconsin,14W30835,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30836,Check1,1,29,2,6,45,1,1,0,2014,Wisconsin,14W30836,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30837,C30,1,29,2,6,44,99,1,1,2014,Wisconsin,14W30837,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30838,C8w,1,29,2,6,43,99,1,1,2014,Wisconsin,14W30838,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30839,C12-1,1,29,2,6,42,99,1,1,2014,Wisconsin,14W30839,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30840,ND1,1,29,2,6,41,99,1,1,2014,Wisconsin,14W30840,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30841,C4,1,29,2,6,40,99,1,1,2014,Wisconsin,14W30841,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30842,Me123,1,29,2,6,39,99,1,1,2014,Wisconsin,14W30842,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30843,Check2,1,29,2,6,38,2,1,0,2014,Wisconsin,14W30843,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30844,C5-NT,1,29,2,6,37,99,1,1,2014,Wisconsin,14W30844,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30845,R851,1,29,2,6,36,99,1,1,2014,Wisconsin,14W30845,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30846,We08417a,1,28,2,6,35,99,1,1,2014,Wisconsin,14W30846,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30847,MR10,1,28,2,6,34,99,1,1,2014,Wisconsin,14W30847,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30848,W3722,1,28,2,6,33,99,1,1,2014,Wisconsin,14W30848,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30849,Check1,1,28,2,6,32,1,1,0,2014,Wisconsin,14W30849,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30850,C3,1,28,2,6,31,99,1,1,2014,Wisconsin,14W30850,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30851,V781,1,28,2,6,30,99,1,1,2014,Wisconsin,14W30851,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
30852,R825,1,28,2,6,29,99,1,1,2014,Wisconsin,14W30852,2014WIDiversityPanelPltEarHt+wisc_2014rep2+Wi_plot_line_2014_rep1,,,,,,
