taxa,PC1,PC2,PC3
NC346,12.6446411500416,17.0441147226534,-0.651771406806802
NC348,13.5274838272457,16.7635106976048,-0.437860194317367
NC350,11.7329231727992,13.5528568467186,-1.22385139392455
NC352,13.6775632607052,17.6072146952769,-1.64939091534772
NC354,12.7180135095036,15.6779089885107,-0.0918498539803465
NC356,10.4705747215605,8.85203397204197,-2.11708609210037
NC358,10.1308624875199,10.4753467118709,-1.78838812437128
NC360,7.17562823882556,-0.378058641370252,1.08667705536526
NC362,6.47958814603817,-4.61212581784406,1.66152729789525
NC364,6.73777439061185,-4.73656560636752,1.63872409898619
NC366,7.60364674559001,1.20772982822241,2.90863001297651
NC368,-24.4370545982397,10.8565102243117,10.0388532936009
ND246,1.72134471025795,-5.82350807082909,0.423477005256445
OH40B,0.314345774469787,-14.0993036156323,4.71234991083522
OH43,-1.34071071347733,-16.0230227425565,6.60320887031363
OH43E,-0.501024303614891,-14.8206254676042,7.44174883864317
OH603,0.96369557433443,-3.47266927434314,1.98722012743525
OH7B,-3.66023451460035,-5.10304586461154,-5.586155276637
OS420,-4.1710152260431,-7.79088276006881,1.87366444627395
P39,-0.520695169587906,-16.1287069904406,3.43855457351195
PA762,0.0138952043768157,-15.3897031452007,6.29363244884945
PA875,-0.161883348054288,-2.74324235257826,2.0096237926708
PA880,1.02518552569216,-4.56783822540414,2.66637448056178
PA91,0.0671124239586726,-10.5062503338418,2.31704079407445
R109B,-3.85873445535529,-2.28910633802713,0.977312074799704
R168,-1.90203461966022,-8.39546729902727,-0.150170569280073
R177,-1.11577397864259,-8.92691884637919,1.44645537723061
R229,-31.7705318049907,16.8758839732794,11.0351301898506
R4,-3.83787363058456,-5.07737401731339,-0.573901197729215
SA24,0.638095138041036,-5.84980855861527,6.77419959015709
SC213R,5.29746679015487,-1.30541825480466,2.9963306437766
SC357,4.19268493592463,-1.50549099399957,1.33641629937306
SC55,6.19089147475856,-2.42969987285212,1.89313209427169
SD40,-4.60903112517748,-1.92886976203743,-8.37951016985459
SD44,0.873013998404771,-4.35810990106688,2.10292434168716
SG1533,2.71695878960151,-4.88272874949247,5.78530361659463
SG18,-0.0676883948359822,-3.61680072761937,5.37295824879217
T232,0.562805810700351,-2.2618795150523,-1.40861067529552
T234,0.400285085637988,-2.59743887622879,-1.5986005593529
T8,2.00291186107505,-3.46556202297765,1.34080380943618
TX303,4.9929878229842,2.85487525455337,0.198085090177946
TX601,9.30665445591457,7.2757968576967,-0.0340110679036254
TZI10,9.9189323601429,7.13422770797682,-3.03900941386804
TZI11,6.65191286244254,4.68626229580098,-0.163080400610204
TZI16,1.67932080895586,3.78599462255421,-0.705729395220666
TZI18,9.07762205448502,7.527685094727,-1.13726590441546
TZI25,-4.28107896640237,8.61824092557,0.450887486327781
TZI8,10.518772942255,7.87785703164076,0.224365955565451
TZI9,9.10601160984101,6.57811728668009,-2.38272850091622
U267Y,4.53775037192956,0.782997331672689,0.198053390959434
VA102,2.49820487890938,-5.98642925734857,3.7232142115873
VA14,1.33078571153952,-6.39920600538449,2.01613331877525
VA17,-0.633925359953671,-5.58899432279142,2.30464700763521
VA22,1.32871489054228,-4.90238307921606,2.7608653867195
VA26,-0.551161174241991,-10.7553882225575,4.85912003166352
VA35,1.59345663944781,-5.99559402380192,2.11141144531304
VA59,3.38021140720732,-7.49897252491348,4.40702399394613
VA85,0.255476252377516,-9.69629681745598,2.36754929310609
VA99,-3.13697745388074,-7.65559926850964,-2.89182989953941
VAW6,1.08580437687792,-2.74110846366829,-0.177883319211763
W117HT,1.69755067858802,-3.62071648971867,0.263772677089287
W153R,0.226220602413659,-5.76676821248407,1.13824679799734
W182B,0.0925971387083456,-7.61545332263269,1.9323552391979
W22R-RSTD,-2.30655126063765,-5.93960192360756,0.53247180982317
W22,-2.4207658664456,-6.74536977388098,0.925164759313274
W64A,-2.098796590888,-5.09996796164039,0.768027206400733
WD,0.11059208290142,-4.06577880261159,2.52142907765824
WF9,-1.42401546599228,-7.42628886230922,1.37834528780183
YU796NS,1.10879941650538,-7.111559523264,3.01767679567804
