"","Position","Samples","Starch","Total.Polysaccharides","WSP","Glucose","Fructose","Sucrose","Total.Sugar","Inbred","Edit"
"266","752","15W2770-2",19.6046448,17.7684059,-2.173476,5.2697573,6.0566545,21.4020615,32.6082077,"Wh07166R","WSP Zeroed"
"267","185","14NY0631-2",14.18542,9.3905678,-2.1713781,5.9705105,6.9198012,25.8301334,38.8601608,"SC1441","WSP Zeroed"
"268","95","14NY0309",15.0366926,10.1900225,-2.16668365,5.9491465,6.8240304,25.46571065,38.3681755,"Wuh07481i","WSP Zeroed"
"269","142","14NY0540-1",17.3357658,17.4735222,-2.1382542,5.7288728,6.2082014,21.5384197,33.2571335,"Wh10163","WSP Zeroed"
"270","548","15NY0068",20.2717133,17.1716919,-2.1354148,5.2760496,6.0926533,21.6236458,32.9080124,"Wh00033","WSP Zeroed"
"271","79","14NY0284-1",10.3172884,12.4566708,-2.1194081,6.3006907,7.1612415,25.1986599,38.67519,"Wh09068","WSP Nulled"
"272","164","14NY0594",26.7144661,22.40719125,-2.1151461,4.194031,5.41919115,19.08425045,28.5330467,"Wuh07177i","WSP Zeroed"
"273","656","15NY0649",25.5304909,14.8282347,-2.1069257,4.4296389,5.6824837,21.7892532,32.0384674,"Wh09033","WSP Zeroed"
"274","552","15NY0097",25.6695442,16.026226,-2.1056516,4.4372473,5.585907,21.2997017,31.3977165,"Wh96011","WSP Zeroed"
"275","664","15NY0687",22.3256645,15.2862558,-2.0736406,4.8637524,5.9404888,21.8765965,32.7558289,"If825","WSP Zeroed"
"276","242","14NY0753-1",13.5130796,8.4322443,-2.0733407,6.082325,6.9877505,26.1294403,39.3806686,"Wh9261","WSP Zeroed"
"277","57","14NY0224-2",12.1842737,8.774374,-2.0675066,6.2925582,7.1610885,26.3228836,39.9279594,"SC6069","WSP Zeroed"
"278","712","15NY0961",17.6660843,10.2447872,-2.0487812,5.6560478,6.5099339,24.4832344,36.8586006,"Wh01001","WSP Zeroed"
"279","610","15NY0374",26.3621788,16.6791458,-2.0259979,4.0325527,5.381918,20.5921249,30.1215668,"Wh05051","WSP Zeroed"
"280","680","15NY0789",21.6786194,16.0988007,-2.02317,4.9759817,5.7713604,21.1183472,31.8404655,"Wh09083","WSP Zeroed"
"281","23","14NY0117-2",14.9636793,9.8848438,-2.007854,6.0209875,6.8180041,25.2306175,38.2187347,"Wh04020a","WSP Zeroed"
"282","569","15NY0177",26.4148521,17.9448719,-1.9931793,4.2360353,5.4496503,20.2035446,29.9462318,"EP85","WSP Zeroed"
"283","91","14NY0301-1",18.8991776,13.3775902,-1.9928299,5.4239306,6.3624573,23.3221645,35.197094,"Wh95016a","WSP Zeroed"
"284","246","14NY0757-1",8.3880787,3.2669439,-1.9770409,6.9008412,7.627461,28.8480358,43.6777153,"Wh09126R","WSP Zeroed"
"285","722","15W2354",23.1778488,14.6758232,-1.9767239,4.7607174,5.8395801,21.8543434,32.5994911,"Wh09009","WSP Zeroed"
"286","573","15NY0191",25.6289864,15.5035906,-1.9592825,4.5520124,5.6321678,21.4330254,31.723505,"Wh08042","WSP Zeroed"
"287","654","15NY0645",26.5771828,16.9928436,-1.8801446,4.2014656,5.4097352,20.4371471,30.1539497,"R839","WSP Zeroed"
"288","581","15NY0228",24.368885,12.9445086,-1.8777581,4.5966511,5.7943783,22.4054928,33.0462646,"Wh07020a","WSP Zeroed"
"289","672","15NY0728",27.4610481,18.5168457,-1.8633866,4.1362801,5.2965317,19.7671204,29.2663078,"Wuh07469i","WSP Zeroed"
"290","217","14NY0702",32.62804605,27.44140435,-1.8357258,3.29046085,4.6011722,15.6632047,23.35675335,"Wuh08127i","WSP Nulled"
"291","171","14NY0610",15.5064292,13.9091935,-1.8132428,6.00113655,6.65001725,23.4770622,36.1657467,"Wuh07182i","WSP Zeroed"
"292","677","15NY0761",22.8271217,14.1668987,-1.8077339,4.889576,5.8763695,21.9974976,32.9437866,"Wh09061","WSP Zeroed"
"293","558","15NY0110",23.9254036,15.9202929,-1.8069555,4.4509573,5.592124,20.7481041,30.9425793,"Wh03031","WSP Zeroed"
"294","27","14NY0122-2",13.4778528,9.0361576,-1.8019423,6.2639656,7.0380068,25.7943497,39.2891502,"Wh98063","WSP Zeroed"
"295","555","15NY0104",25.0230179,16.1892605,-1.7902834,4.3979893,5.4815311,20.555851,30.5793819,"Wuh07413i","WSP Zeroed"
"296","76","14NY0277-1",21.127388,18.7287407,-1.7830822,5.2726574,5.9966965,20.5701504,31.7537956,"Wh10140R","WSP Zeroed"
"297","564","15NY0142",26.2930679,18.7601357,-1.7628303,4.4129081,5.3852806,19.3666382,29.2059135,"If825","WSP Zeroed"
"298","643","15NY0559",21.560421,11.0774021,-1.7622817,5.0928049,6.0612988,22.9744797,34.4286156,"Wuh09164i","WSP Zeroed"
"299","686","15NY0823",23.1628036,14.9696922,-1.7413502,4.7698593,5.7307835,21.2420311,31.9079762,"Wuh09150i","WSP Zeroed"
"300","649","15NY0618",21.1886635,14.0755672,-1.73579215,4.9912133,5.998178,22.0818253,33.2542553,"EP85","WSP Zeroed"
"301","75","14NY0271-2",16.0431862,10.7179928,-1.7344432,6.0343843,6.6682816,24.2862263,37.1502151,"Wh08022","WSP Zeroed"
"302","670","15NY0717",30.5977478,25.6585445,-1.7199929,3.7392759,4.8963304,16.6912842,25.1569138,"Wuh07177i","WSP Nulled"
"303","642","15NY0554",24.6317368,22.2303181,-1.7153188,4.7600336,5.3007488,18.0938129,27.9397659,"Wh94053","WSP Zeroed"
"304","779","15W3149-1",21.0201874,19.4134026,-1.6732178,5.1610184,6.0938244,20.8818665,32.1181831,"Wh07061a","WSP Nulled"
"305","693","15NY0854",18.9263878,20.0366764,-1.6307504,5.6490674,6.1102777,20.3235455,31.9338036,"Wuh09093i","WSP Zeroed"
"306","440","14W31947-1",23.5217476,21.5245838,-1.6036067,5.1339359,5.6546397,19.3813133,30.0619507,"Wh10080","WSP Nulled"
"307","56","14NY0224-1",13.1526117,9.8738804,-1.5989139,6.2130094,6.950736,25.1260891,38.4823151,"SC6069","WSP Zeroed"
"308","579","15NY0221",22.0233917,14.9921989,-1.5969602,4.9778571,5.9928598,21.7095299,32.8625031,"R851","WSP Zeroed"
"309","542","15NY0035",18.3532333,9.8867016,-1.5803454,5.6017475,6.4119539,23.7904186,36.1407433,"Wuh09164i","WSP Zeroed"
"310","659","15NY0668",24.5546036,14.8135948,-1.5790379,4.4707007,5.6037073,20.9594498,31.2795296,"Wh09137R","WSP Zeroed"
"311","653","15NY0630",27.3423004,17.8328896,-1.5784281,4.1406307,5.2995725,19.5315971,29.1238346,"EP84","WSP Zeroed"
"312","247","14NY0757-2",18.3792458,11.0589828,-1.5746167,5.5686722,6.4075089,23.7438431,35.9582481,"Wh09126R","WSP Zeroed"
"313","674","15NY0738",27.1181984,20.3698082,-1.5726798,4.3777924,5.3447495,18.5340786,28.2768726,"R825","WSP Zeroed"
"314","16","14NY0089-1",13.6699095,13.0090494,-1.5560611,6.1339331,6.8729272,23.8879395,37.0390625,"Wh96015","WSP Zeroed"
"315","233","14NY0733",17.38830185,13.26824955,-1.5267309,5.65684985,6.38349485,22.95847325,35.1210804,"Wuh09183i","WSP Zeroed"
"316","40","14NY0166-1",12.7093706,7.3522439,-1.4872578,6.5455842,7.0775971,25.9453793,39.8806915,"Wh07020a","WSP Zeroed"
"317","634","15NY0521",23.7345428,14.6451149,-1.4663149,4.7058015,5.7592697,21.30196,32.0127525,"Wh96011","WSP Zeroed"
"318","130","14NY0483-1",34.1989098,28.9825096,-1.443992,2.9297762,4.4651585,14.5879669,21.9185658,"R825","WSP Zeroed"
"319","348","14W31340",26.9935875,28.300333,-1.4384885,3.9121675,4.3597841,13.8648243,21.7258472,"Wuh09098i","WSP Zeroed"
"320","588","15NY0268",17.4007607,9.2366028,-1.3931189,5.7839041,6.4188795,23.7688808,36.3391266,"Wuh09170i","WSP Zeroed"
"321","268","14NY0868-2",19.2903557,19.6165085,-1.3864616,5.6453533,6.2877359,20.499176,32.3385468,"MR14","WSP Zeroed"
"322","639","15NY0537",17.4105682,12.5790501,-1.3372552,5.8501558,6.3980069,22.8276615,35.2828102,"Wuh07413i","WSP Zeroed"
"323","545","15NY0045",23.8913651,15.0156498,-1.3284081,4.7201991,5.5934682,20.5865707,31.1246891,"Wh08022","WSP Zeroed"
"324","43","14NY0175-2",13.0710955,7.9705548,-1.3152575,6.1608219,6.8808899,25.1686401,38.5525703,"Wh09126R","WSP Zeroed"
"325","560","15NY0117",26.0830345,17.1449356,-1.2745357,4.3880048,5.4139571,19.7381744,29.7503853,"Wuh09174i","WSP Zeroed"
"326","671","15NY0719",26.2490234,18.0499344,-1.2731537,4.3674507,5.3592215,19.0952034,29.002924,"R851","WSP Zeroed"
"327","568","15NY0176",21.2235451,15.3613071,-1.2724009,5.1572084,6.0006108,21.2333775,32.6071014,"Wh07165R","WSP Zeroed"
"328","538","15NY0012",19.6118698,14.8854828,-1.2674158,5.1858149,6.0704775,21.498415,32.9802704,"Wuh09153i","WSP Zeroed"
"329","119","14NY0346-2",19.484375,15.9298768,-1.2635561,5.38785505,6.16322545,21.36444285,33.0358105,"Wh08091","WSP Zeroed"
"330","243","14NY0753-2",11.3183279,7.7431059,-1.2550075,6.5877361,7.2139311,25.8486977,39.9701118,"Wh9261","WSP Zeroed"
"331","117","14NY0345-1",12.3954039,16.8222961,-1.252974,6.5885534,6.6388855,21.7048187,34.7961197,"Wh94053","WSP Nulled"
"332","195","14NY0649-1",21.6557808,21.8445835,-1.2485619,5.3247795,5.8317986,18.7878284,29.7915707,"Wh00051","WSP Zeroed"
"333","194","14NY0645",21.8286037,17.3407264,-1.24155165,5.0435412,5.8568275,20.4180994,31.4348364,"Wuh07186i","WSP Zeroed"
"334","273","14W30455-1",25.1015816,20.1715107,-1.2296896,4.7387304,5.4965625,18.5118752,28.8093929,"tropical","WSP Zeroed"
"335","111","14NY0338-1",9.3877153,16.8532238,-1.2213233,7.0648403,6.9679012,22.1302338,36.0143509,"Wh05081a","WSP Nulled"
"336","401","14W31668",24.2413864,23.3000603,-1.2088311,3.9430075,4.4860282,15.3319998,23.55373,"Wuh09097i","WSP Zeroed"
"337","11","14NY0075-2",15.9956236,11.1663532,-1.1762531,5.9099197,6.592886,23.6418839,36.3999901,"34f","WSP Zeroed"
