"Inbred","Starch.BLUP","Total.Polysaccharides.BLUP","WSP.BLUP","Glucose.BLUP","Fructose.BLUP","Sucrose.BLUP","Total.Sugar.BLUP"
"IL323a",3.34910070839874,4.19795805751922,0.60873773614638,-0.630521026369645,-0.484438175473043,-1.54461442329836,-2.89469028610549
"IL325a",-3.42993815780719,-3.10767834228099,0.631082900454397,1.09170017358711,0.34592148967167,-0.0329431497867406,1.83956710370803
"IL328a",1.12861386400759,2.22331007735392,1.10856163712154,-0.285466723958097,-0.0826082772401137,1.29234358251978,0.78770083985555
"IL354a",-2.0395234967562,0.0909681373066264,1.91541260710944,0.781489441159301,0.218556408867908,0.166869372048622,1.26011113071278
"IL366a",0.798051231739301,-1.71929877617989,-0.794154759332273,0.61243560162107,0.441692434513442,2.05150798001639,4.26078721594555
"IL368a",-4.15813480000054,-0.445918670869368,3.91121223289669,0.233315558901422,0.663435637484691,7.18741020795495,6.74856977685389
"IL369b",-0.929136452044711,-8.96661102821144,-6.08763768063935,1.22741085761558,1.60908925846584,0.484985503666101,4.33823151664584
"IL370a",5.73156818217693,4.72622306817271,-0.539360478833736,-0.174835567997405,0.180946565922107,1.11031231409869,-0.433910980716079
"IL393a",1.56061211191713,2.54835234867551,0.638949563276741,0.253735292092989,0.3948395359623,0.286906058310302,0.447159014658829
"IL395a",-4.32081956463203,-1.70685252879746,1.93781112557332,0.197157766739691,-0.400948372314049,-1.83586845222809,-1.79362810763005
"IL430a",0.843851952070175,2.83068190238171,1.99751985283558,-1.09368448501563,-1.16458678070501,-0.872175586798776,-3.00797690483149
"IL437a",2.9017135646357,1.3734562321199,-1.16570916585422,-0.917557115588217,-0.987379798701011,-3.18516169948625,-4.51684607904338
"IL442a",-2.09221154400595,0.713646648676668,2.03258630695801,0.296497013316782,-0.0231477385519199,1.27854052955202,2.16324487436923
"IL44b",-7.04736475457997,-0.973106356563525,5.53296689842924,1.14016963471893,0.951528877072412,7.2990725257296,9.14660659522323
"IL451b",5.4632252796294,2.0453772329423,-3.50487940812336,-0.478219877355425,-0.498444687602488,-1.72327423941202,-0.975661523892112
"IL453b",-1.45920515944945,2.66562138309533,3.78391267939194,-1.20289807350377,-1.03553894968559,0.184483547270628,-2.04028549588702
"IL454a",-1.59226048063309,-1.06411730651171,0.607981912787096,-0.50351361263103,-0.51056803512234,-1.44470431219139,-2.52777289636161
"IL465a",-1.51908715058366,-2.52287939449524,-1.00488621226941,-0.024993630978064,-0.147762649094151,0.924464375813414,0.876771819425153
"IL47A",0.796792719846946,-1.09022886918689,-1.64963728171062,0.560550572156677,0.736157655293726,2.15605279253822,2.87420261627833
"IL515a",4.55207421934735,-1.55721864380627,-4.61811101580987,-0.0750932797084719,0.403786029264299,-2.34924867176069,-1.38908450623952
"IL543c",-4.38377816558598,-0.0795365536909055,4.09251215335054,-0.33266313235873,-0.874186431873982,-0.814164554787323,-1.93678803459985
"IL545",-0.548747107737034,1.68553871584178,1.56465867135493,-0.250570392430343,-0.455883460335703,-0.128232271780348,-0.78156405434892
"IL557a",-2.1885164279135,-1.07371057033544,1.22570185992715,-0.480562619706058,-0.609495295272033,-0.866928683398438,-1.43147507479402
"IL607a",-4.15585154290843,-1.02820570401343,2.28640725028072,0.13953882192542,0.375974110744037,3.34878343872225,4.23131628525105
"IL611a",-1.79581110839047,1.29736776059535,3.13943278723994,-0.650973005199661,-0.644212295476467,0.056216050827453,-1.40733556335645
"IL615a",1.09165420724991,0.288332040341644,-1.13180480495458,0.0192790867811581,0.219911911453515,-0.652083926356231,0.234253302068914
"IL618b",-1.00900586557939,1.17571474755043,1.84147555001511,-0.438447641777408,-0.724063580535564,0.244330738527683,-0.445618939279062
"IL648",-1.1673730339442,3.82293286788653,3.62932209523763,-0.451321055552253,-0.37379791295446,1.50471209916339,0.578630979614452
"IL661a",-5.74140995526081,0.174459556707243,5.31858780604676,-0.769812306304972,-0.66723760890181,0.147762965255594,-1.38634025410645
"IL671a",7.13073940427967,6.59555814766129,-0.42509351414468,-1.04188783753833,-1.1582023473207,-3.4555846055954,-5.1646072485897
"IL673a",3.33311935948742,1.90281464189594,-0.495093719756646,-0.771746470505554,-0.807768639589239,-0.237215610872886,-1.78710091060591
"IL676a",4.54308595627183,2.58628625951743,-2.39555498800684,-0.322866274135573,-0.0647639327514278,-2.38345365468875,-2.29998021656771
"Il677a",-10.7163011733431,-9.56003059897645,0.774875987505365,1.00414329010458,1.50033488145783,5.55659428804552,6.19388845472566
"IL678a",-1.74675747985627,1.55982624421722,3.24562100741422,-1.23641946598718,-1.20112665727528,-1.90158129194015,-5.30621793682561
"IL689a",-0.464101802277127,3.29955645909315,3.42531737546124,-0.716060860251967,-1.1450031097356,-4.24709594212223,-5.37381263274402
"IL692c",2.03114809401518,-0.730598847146684,-2.13965013947486,0.459975438342278,0.0217805622028667,-1.88624903820031,-0.670496956330587
"IL696a",-7.94561520959891,-5.46111368070398,1.93014727377234,0.369806836891802,0.386409133012406,2.44097813116967,2.82389847755659
"IL699e",1.68555247686817,2.77297743331905,1.5031362766266,-0.572144359335819,-1.04588911242376,-2.46518093996819,-3.04044543560196
"IL7",1.43133074263937,3.70798634406517,2.56541532584199,-0.629658666993441,-0.485951748108536,1.42777908615299,0.750539116991559
"IL701e",1.52010429017316,0.96703272034918,-0.743904874124336,-0.512296065867879,-0.489280552021845,-1.85327905089279,-2.20638716787612
"IL707a",-0.846276300713247,2.12295451397137,2.89065563885628,-1.63284823121709,-1.52490488028031,-1.79817891738073,-5.30125131252775
"IL713a",5.68697662323402,3.49159113495231,-1.85988470956803,-0.574373609122603,-0.814633280670854,-3.24754836764892,-4.18507870385681
"IL729a",-4.6006446395665,-0.906897680254637,1.40466211826047,-0.414861141498537,-0.306804032649769,-0.137308580793629,-1.19911189693378
"IL731a",-12.685126348463,-5.44019700386458,5.38986762954627,0.915044434470824,1.14989720850722,7.07259678322003,9.23141821472302
"IL733a",-5.66285004298896,-5.68034119232631,-0.728366155620026,0.757919839152649,0.878198614514834,0.680535916989098,3.46508823231836
"IL744a",-9.44513336137785,-7.18252756367352,1.19258053619263,1.36711593650058,1.00431058675989,6.63491113392041,7.24275574337034
"IL747b",-6.67713305066108,-5.80147604082803,1.01859466168478,0.927794967113845,1.10057039921507,2.38552725517003,4.49912453176527
"IL751a",-6.46016467703776,-9.85355808241313,-2.95092155992745,0.971022193281774,1.12570376375233,3.89415063910036,5.82618668127909
"IL757b",-6.03793547790787,-4.10694277941313,1.43886194667485,0.755552352709155,0.306303930470916,0.138152125191143,1.62753069253192
"IL761a",2.61071793435348,4.26212600713236,1.54418733023826,-0.162263813037398,-0.50934818842032,-1.85795675868257,-1.85258096297614
"IL764b",-9.75517956484189,-5.53149719113906,3.04615529820666,1.12069362708301,1.15163382045806,6.82565423939374,9.17484326985083
"IL765a",-7.75391736725795,-2.92439458359046,3.63888463200914,1.52219746098762,1.12007539603061,4.31007975108508,5.24112043547945
"IL766a",-7.60305861986043,-5.02238571579684,2.19876002513969,0.762465608363897,1.18721740571224,6.78312721113401,6.33323624107773
"IL767b",-7.36864651190895,-10.2850251021755,-3.88471567612071,2.91281688428329,2.59451576198313,6.36792412498821,12.6081108321403
"IL772a",-3.46636908925827,-4.81637287570009,-2.5661019286031,1.08038400052117,1.70376456755875,4.33736222041308,5.00681102576172
"IL773a",-4.14393207749802,-9.48494408715618,-5.33953183915281,1.15761454096684,1.0710338329358,-4.46037217071699,-1.64329732216347
"IL775a",-9.73178545009593,-13.1432817041635,-3.02775955388924,2.22414912919491,2.57019244478768,10.103938691697,15.2526604454366
"IL776a",-6.74088891518239,-7.01947009932611,-1.14279256603539,2.262132229271,1.79785860104652,2.24553304008551,6.07722582973593
"IL777a",-6.32621019177263,-4.05260746478065,2.57085561115755,1.80753845156717,1.57869077810967,9.61121818543992,12.4189184629319
"IL778c",-10.3556888239921,-6.971046771769,3.28624035166135,0.44507918708617,0.623836596710928,4.44973624382598,3.10744572939161
"IL779a",-4.78824526355387,-3.72550631922659,1.72519694124525,-0.411674400576793,0.283202589436608,1.50584864388016,1.91581266853504
"IL784a",0.477967917836008,-10.7849440592769,-8.10468583369054,2.2935271064883,2.5015638304194,6.83756492669958,12.0657293462942
"IL788a",3.09020984777764,4.58530996359443,1.83147689260545,-0.92675770548321,-0.615350168239943,0.0658344749322619,-2.59678302439838
"IL789b",-3.14803813034238,-8.45194113801921,-4.60466294171324,1.84561445573368,1.9119319335883,0.126549215149662,6.96689949394167
"IL791a",-4.64715013476491,0.579787072922354,3.11188651395252,0.478297722205397,0.559808758043028,5.35406745138889,4.67436509545837
"IL793a",0.647398941350793,-4.40395375287191,-4.17617271606841,0.441517778545676,0.701392392970574,-1.03013233431775,0.336269836755811
"IL794a",-0.913014300221743,-2.40359296848753,-1.34589880758162,0.173382238043118,0.232037630373369,0.901132670124921,1.51493073305213
"IL795a",-7.2051800524713,-2.92237414964925,4.26635682903011,0.378664403229168,0.880374666226167,5.48982766012731,6.56406827910934
"IL796a",-10.0847387458046,-10.4494446660258,-0.813434298941517,1.89269422902242,1.91535096417948,6.91313461419858,11.5830352789667
"IL797a",-6.95885032429826,-1.85514068770887,3.62753237034507,0.0554795421571833,-0.279447646659436,1.46771355162545,1.22913810263934
"IL798c",-9.19636734499748,-7.94602297420577,0.391343717308534,1.3430728289225,1.45403448578835,6.7562104679452,9.33436261151518
"IL799b",-4.37746293727257,-1.71253231476447,2.44856104302014,-0.267161253202036,0.399140727762135,4.3174981115368,3.62530505479796
"IL800a",-3.29949047100056,1.68629259141112,4.83226218351353,-0.285162056314003,-0.772280868633873,-0.0753748597195871,-0.999874672501086
"IL801a",-8.53782523199634,-9.66408222727,-2.3529769874479,3.31793138936503,2.74161648070632,5.01701427162921,11.950867752581
"IL802b",-7.91242133089727,-4.46613162459373,3.30452346991637,0.380612388227878,0.497806866454405,5.13196804378061,5.07511531394561
"IL803a",-7.6339190751269,-9.40006888748437,-0.880481148922737,1.70287504988173,0.718244504877452,5.31034817320168,5.21404803097962
"IL804a",-9.36044574369477,-3.37782549109512,5.6838350960937,0.353163143722046,-0.367110079188721,0.989186411782991,1.3978243969186
"IL86e",2.13616756947044,-0.786271124873048,-2.22780861396849,-0.251674993055682,-0.503644421551208,-1.05689131658949,-2.06174363070156
"IL91j",0.616494958435015,3.4507831277608,2.20414473078972,-0.662222118699785,-0.656575414539756,-1.70474366009721,-2.52531716551209
"ILB5765",-5.82603845008804,-4.06218602596257,1.30822609349085,0.599080437007061,0.679702513484694,2.918222379991,2.52300052036919
"ILB5870",2.16952956515282,3.11457342022351,0.98153203330742,-1.08120417928686,-0.641486064419507,-1.42041789181612,-2.96221815957819
"ILB6011",1.19591687650767,-0.571395425912219,-1.54601815662991,-0.359112610413923,-0.0368503730254858,-1.17894009085919,-1.43802222568442
"Ind.5817",-8.32973375612773,-11.2177292036179,-2.50647334775651,2.15525785807523,1.85637987384461,12.4082409357988,15.8997840590048
"IP39",5.6631152917824,6.25099026056614,0.659539417457636,-1.34592084026487,-1.52933164599557,-3.03411409320457,-5.88115182493293
"Jubileeex9017",-3.43520533453568,-3.46290492308505,-0.388888273039675,0.0854716886008504,0.109316310095053,4.94164539079949,3.78299566944275
"LUTHER HILL",1.59959994931589,5.42789512709609,4.47208982116681,-0.536838987828743,-0.132756830727107,2.42569776168009,1.31234857245143
"M23",3.15448849953613,3.4828850788135,0.122727323471308,-0.516035408735858,-0.20240972137138,-0.550194633012204,-1.14262522373277
"M45",3.22114585734601,3.4610741929271,-0.0759826628152445,-0.817737658278331,-0.524076175090383,-0.701963050014878,-2.47292781876916
"M5",-3.02006031410019,2.59641877077964,4.94013642900145,0.302777391816806,-0.144416142343198,2.75680689304662,2.01696428904499
"M822",-0.435478379845923,1.39840957997161,1.78259769258622,0.0171377973964072,-0.324184073278965,-0.195494893602095,-0.523610209549374
"Ma2402",-0.0980350515084951,0.41698764627445,-0.347313311410185,0.248308116821716,0.246658415248935,-0.82355625478351,0.175036877003785
"Ma32",4.91448724871818,4.88757622193373,-0.196461803387016,-0.699154810177111,-0.880954018627508,-2.42376749374163,-3.85347334064986
"Ma401",-4.71135512375427,-9.32810003260168,-4.75925392657019,2.0802865403609,2.12193660698628,4.84788355466194,8.9434725075965
"Ma5125",-2.44281758641771,1.36127311778219,2.7426840418608,-0.218367591822042,-0.250655641343672,-1.32816886334771,-0.69976381739047
"Ma609",-10.0429468079332,-14.6236136123308,-4.51207937352997,2.42751205262453,1.30567388948192,2.79730707584032,8.34145424575998
"Ma83608",1.11392696107809,-1.07396614675141,-2.3804996509727,0.43114402742605,0.54413453713205,-2.24814750158742,-1.01623215530906
"MDM-1",0.761751160974913,3.80828991586936,2.3147166342003,-0.191249777085837,-0.656710943856636,-0.915595547278897,-1.60862794980673
"MDM-12",-2.0801061216599,-2.16354574523439,-0.084791232622053,0.523149863745949,0.903370070275912,0.221000796657732,2.00195255285438
"MDM-15",3.28892007429634,1.93862404237071,-1.38011873149617,-0.300340372206645,0.123568169610247,-0.513468118513369,-1.28810014421469
"MDM-16",4.15207431876914,-0.838880159825083,-5.25952163664159,0.816091059069951,0.569424459300784,-3.99320301211972,-1.58304965829554
"MDM-17",7.21418725508648,3.31359353520326,-3.42398090355127,-0.73219709946841,-0.667506410561724,-3.26410904564681,-5.32268776815124
"MDM-18",7.14294624279026,3.17752619167172,-3.55464233006902,-0.629684879954579,-0.155010802211106,-3.32789586806846,-4.33754519474286
"MDM-19",0.607107174339917,3.25484163719342,2.89886970801974,-0.240950678452708,-0.356620329925864,-0.98110345147053,-1.63760898502591
"MDM-2",-0.865726781250142,0.955782550299145,1.62964293615768,-0.275984705020066,-0.779694618045836,-2.53454303082818,-2.89657278079811
"MDM-20",11.6765785337531,0.837523723332456,-7.49279848926207,-0.097696905439695,1.1499518525501,-3.0407335324505,-4.71846482243509
"MDM-21",-0.122038716461266,1.51285237020486,1.93149801930712,0.289962990903211,0.0827832030598199,0.827337182388295,1.70521936171028
"MDM-23",-3.23135055147643,-0.602619464447633,2.04302736839859,-0.251895301658217,-0.142501935377242,0.0472580259856791,-0.812118877270007
