"","Position","Samples","Starch","Total.Polysaccharides","WSP","Glucose","Fructose","Sucrose","Total.Sugar","Variety","Edit"
"229","152","14NY0575-1",18.6147346,12.735136,-2.3405294,5.5581765,6.503191,24.185339,36.2716675,"Wh98063","WSP Zeroed"
"230","698","15W3423-1",21.018177,17.6361275,-2.3399467,5.0508251,6.0320311,21.6842499,32.669651,"Wh07051","WSP Zeroed"
"231","467","15NY0107",25.0409126,15.1089535,-2.3387227,4.4904528,5.6708384,21.8519783,32.0794678,"Wh09009","WSP Zeroed"
"232","90","14NY0301-2",9.6898775,5.9665375,-2.2729542,6.6351852,7.4924874,27.9743862,42.3000336,"Wh95016a","WSP Zeroed"
"233","491","15NY0231",24.2042427,20.0206051,-2.2676368,4.6715603,5.5540576,19.8801689,29.9157181,"Wh10173V","WSP Nulled"
"234","666","15W2945-2",22.3997421,17.7137794,-2.2596476,4.9353175,5.8456244,21.131918,31.8318214,"Wh10231V","WSP Zeroed"
"235","187","14NY0654",14.40484285,10.71628285,-2.25397275,5.9770279,6.8602605,25.3516445,38.3004055,"Wuh07466i","WSP Zeroed"
"236","519","15NY0380",23.0009079,14.6824121,-2.2344818,4.8158512,5.9618645,22.6636353,33.5246506,"Wh93016","WSP Zeroed"
"237","73","14NY0271-1",7.2185078,3.2460375,-2.2291291,7.0821438,7.7550535,29.1993332,44.2823029,"Wh08022","WSP Zeroed"
"238","485","15NY0213",21.2977066,11.6778154,-2.2249122,5.0179057,6.0717773,23.3628616,34.6389465,"Wuh09144i","WSP Zeroed"
"239","29","14NY0150",20.3784409,13.3583584,-2.2176492,5.2617254,6.2150559,23.4288063,34.9444618,"Wuh09183i","WSP Zeroed"
"240","243","14NY0768-2",16.1987152,9.3476868,-2.1853859,5.946003,6.7717686,25.4709988,38.3498116,"Wh09033","WSP Zeroed"
"241","116","14NY0349",15.9900537,10.58833125,-2.18493245,5.79474305,6.6516633,24.9716663,37.5117073,"Wuh07422i","WSP Zeroed"
"242","651","15W2770-2",19.6046448,17.7684059,-2.173476,5.2697573,6.0566545,21.4020615,32.6082077,"Wh07166R","WSP Nulled"
"243","93","14NY0309",15.0366926,10.1900225,-2.16668365,5.9491465,6.8240304,25.46571065,38.3681755,"Wuh07481i","WSP Zeroed"
"244","136","14NY0540-1",17.3357658,17.4735222,-2.1382542,5.7288728,6.2082014,21.5384197,33.2571335,"Wh10163","WSP Zeroed"
"245","458","15NY0068",20.2717133,17.1716919,-2.1354148,5.2760496,6.0926533,21.6236458,32.9080124,"Wh00033","WSP Zeroed"
"246","78","14NY0284-1",10.3172884,12.4566708,-2.1194081,6.3006907,7.1612415,25.1986599,38.67519,"Wh09068","WSP Nulled"
"247","159","14NY0594",26.7144661,22.40719125,-2.1151461,4.194031,5.41919115,19.08425045,28.5330467,"Wuh07177i","WSP Zeroed"
"248","562","15NY0649",25.5304909,14.8282347,-2.1069257,4.4296389,5.6824837,21.7892532,32.0384674,"Wh09033","WSP Zeroed"
"249","462","15NY0097",25.6695442,16.026226,-2.1056516,4.4372473,5.585907,21.2997017,31.3977165,"Wh96011","WSP Zeroed"
"250","571","15NY0687",22.3256645,15.2862558,-2.0736406,4.8637524,5.9404888,21.8765965,32.7558289,"If825","WSP Zeroed"
"251","230","14NY0753-1",13.5130796,8.4322443,-2.0733407,6.082325,6.9877505,26.1294403,39.3806686,"Wh9261","WSP Zeroed"
"252","615","15NY0961",17.6660843,10.2447872,-2.0487812,5.6560478,6.5099339,24.4832344,36.8586006,"Wh01001","WSP Zeroed"
"253","517","15NY0374",26.3621788,16.6791458,-2.0259979,4.0325527,5.381918,20.5921249,30.1215668,"Wh05051","WSP Zeroed"
"254","585","15NY0789",21.6786194,16.0988007,-2.02317,4.9759817,5.7713604,21.1183472,31.8404655,"Wh09083","WSP Zeroed"
"255","21","14NY0117-2",14.9636793,9.8848438,-2.007854,6.0209875,6.8180041,25.2306175,38.2187347,"Wh04020a","WSP Zeroed"
"256","479","15NY0177",26.4148521,17.9448719,-1.9931793,4.2360353,5.4496503,20.2035446,29.9462318,"EP85","WSP Zeroed"
"257","89","14NY0301-1",18.8991776,13.3775902,-1.9928299,5.4239306,6.3624573,23.3221645,35.197094,"Wh95016a","WSP Zeroed"
"258","234","14NY0757-1",8.3880787,3.2669439,-1.9770409,6.9008412,7.627461,28.8480358,43.6777153,"Wh09126R","WSP Zeroed"
"259","624","15W2354",23.1778488,14.6758232,-1.9767239,4.7607174,5.8395801,21.8543434,32.5994911,"Wh09009","WSP Zeroed"
"260","483","15NY0191",25.6289864,15.5035906,-1.9592825,4.5520124,5.6321678,21.4330254,31.723505,"Wh08042","WSP Zeroed"
"261","560","15NY0645",26.5771828,16.9928436,-1.8801446,4.2014656,5.4097352,20.4371471,30.1539497,"R839","WSP Zeroed"
"262","490","15NY0228",24.368885,12.9445086,-1.8777581,4.5966511,5.7943783,22.4054928,33.0462646,"Wh07020a","WSP Zeroed"
"263","578","15NY0728",27.4610481,18.5168457,-1.8633866,4.1362801,5.2965317,19.7671204,29.2663078,"Wuh07469i","WSP Zeroed"
"264","165","14NY0610",15.5064292,13.9091935,-1.8132428,6.00113655,6.65001725,23.4770622,36.1657467,"Wuh07182i","WSP Zeroed"
